CustomerID,artist
10062,ColdPlay
10062,Fun
10062,ImagineDragons
10062,Lumineers
10062,VampireWeekend
10063,Fun
10063,Lumineers
10063,TheShins
10064,AlanThicke
10064,ColdPlay
10064,TaylorSwift
10064,U2
10065,ColdPlay
10065,Fun
10065,ScreamingOrphans
10065,WalinJennys
10066,Fun
10066,ScreamingOrphans
10066,TheShins
10066,WalinJennys
10067,BandofHorses
10067,Lorde
10067,SnowPatrol
10067,VampireWeekend
10068,BandofHorses
10068,WalinJennys
10069,Lorde
10069,Pharrel
10070,BandofHorses
10070,BlakeShelton
10071,BandofHorses
10071,Lorde
10071,Lumineers
10071,RascalFlats
10071,SnowPatrol
10071,TheShins
10071,U2
10071,VampireWeekend
10072,TheShins
10072,VampireWeekend
10073,ColdPlay
10073,Lorde
10073,Pitbull
10073,U2
10073,VampireWeekend
10073,WalinJennys
10075,BandofHorses
10075,BlakeShelton
10075,Fun
10075,ScreamingOrphans
10075,VampireWeekend
10075,WalinJennys
10076,ImagineDragons
10076,TaylorSwift
10076,VampireWeekend
10077,AlanThicke
10077,Lorde
10077,Lumineers
10077,Pitbull
10077,WalinJennys
10078,BandofHorses
10078,Lumineers
10078,TaylorSwift
10078,WalinJennys
10079,BandofHorses
10079,ColdPlay
10079,KatyPerry
10079,Lumineers
10079,ScreamingOrphans
10079,SnowPatrol
10079,TheShins
10079,U2
10079,VampireWeekend
10079,WalinJennys
10080,KatyPerry
10080,OneDirection
10081,AlanThicke
10081,BandofHorses
10081,Lumineers
10081,VampireWeekend
10081,WalinJennys
10082,BandofHorses
10082,VampireWeekend
10083,BandofHorses
10083,Lumineers
10083,TheShins
10083,VampireWeekend
10084,AlanThicke
10084,U2
10085,BandofHorses
10085,BlakeShelton
10085,ScreamingOrphans
10085,VampireWeekend
10086,BandofHorses
10086,KatyPerry
10086,Lorde
10086,Pharrel
10086,TheShins
10086,VampireWeekend
10086,WalinJennys
10087,KatyPerry
10087,Lorde
10087,Pharrel
10087,ScreamingOrphans
10087,TaylorSwift
10087,VampireWeekend
10087,WalinJennys
10088,BandofHorses
10088,ColdPlay
10088,ImagineDragons
10088,Lorde
10088,Lumineers
10088,Pitbull
10088,TheShins
10088,U2
10088,VampireWeekend
10089,ColdPlay
10089,U2
10089,VampireWeekend
10090,ImagineDragons
10090,TaylorSwift
10091,Lumineers
10091,ScreamingOrphans
10091,WalinJennys
10092,BandofHorses
10092,ColdPlay
10092,ImagineDragons
10092,Lorde
10092,U2
10092,VampireWeekend
10093,ImagineDragons
10093,TheShins
10093,VampireWeekend
10094,ColdPlay
10094,Lorde
10094,Lumineers
10094,OneDirection
10094,ScreamingOrphans
10095,BandofHorses
10095,ScreamingOrphans
10095,WalinJennys
10096,BandofHorses
10096,BlakeShelton
10096,VampireWeekend
10097,ColdPlay
10097,ScreamingOrphans
10097,U2
10097,WalinJennys
10098,KatyPerry
10098,OneDirection
10098,Pitbull
10098,VampireWeekend
10099,BandofHorses
10099,SnowPatrol
10100,BandofHorses
10100,TaylorSwift
10100,VampireWeekend
10101,BandofHorses
10101,Lumineers
10101,Pharrel
10101,VampireWeekend
10101,WalinJennys
10102,BandofHorses
10102,ColdPlay
10102,Fun
10102,U2
10102,VampireWeekend
10103,AlanThicke
10103,WalinJennys
10104,Lorde
10104,Pharrel
10104,TheShins
10104,VampireWeekend
10105,Lumineers
10105,TheShins
10105,VampireWeekend
10106,BandofHorses
10106,Fun
10106,Lumineers
10107,Lorde
10107,Pharrel
10107,Pitbull
10108,BandofHorses
10108,Lumineers
10109,Lumineers
10109,TaylorSwift
10110,ColdPlay
10110,Pharrel
10110,ScreamingOrphans
10110,U2
10110,WalinJennys
10111,U2
10112,BandofHorses
10112,Lumineers
10112,VampireWeekend
10113,Fun
10113,Lorde
10113,RascalFlats
10113,ScreamingOrphans
10113,VampireWeekend
10113,WalinJennys
10114,BandofHorses
10114,Lumineers
10114,OneDirection
10115,AlanThicke
10115,BandofHorses
10115,ColdPlay
10115,ImagineDragons
10115,TheShins
10115,VampireWeekend
10115,WalinJennys
10116,BandofHorses
10116,ImagineDragons
10116,Lorde
10116,RascalFlats
10116,SnowPatrol
10116,WalinJennys
10117,Fun
10117,ScreamingOrphans
10117,WalinJennys
10118,BandofHorses
10118,ColdPlay
10118,Lorde
10118,ScreamingOrphans
10118,SnowPatrol
10118,TheShins
10118,U2
10118,VampireWeekend
10118,WalinJennys
10119,ColdPlay
10119,Fun
10119,RascalFlats
10119,TheShins
10119,U2
10119,VampireWeekend
10120,AlanThicke
10120,ImagineDragons
10120,Lumineers
10120,TaylorSwift
10120,TheShins
10120,VampireWeekend
10121,KatyPerry
10121,Lorde
10121,ScreamingOrphans
10121,WalinJennys
10122,KatyPerry
10122,TaylorSwift
10122,TheShins
10123,BlakeShelton
10123,ColdPlay
10123,ImagineDragons
10123,U2
10124,BandofHorses
10124,Lumineers
10124,OneDirection
10124,RascalFlats
10124,TaylorSwift
10125,AlanThicke
10125,BandofHorses
10125,ColdPlay
10125,OneDirection
10125,RascalFlats
10125,U2
10125,VampireWeekend
10126,BandofHorses
10126,ColdPlay
10126,KatyPerry
10126,Lumineers
10126,OneDirection
10126,Pitbull
10126,RascalFlats
10126,U2
10126,VampireWeekend
10127,Lorde
10128,AlanThicke
10128,RascalFlats
10129,ColdPlay
10129,Pharrel
10129,U2
10130,BandofHorses
10130,ColdPlay
10130,OneDirection
10130,TheShins
10131,ScreamingOrphans
10131,TheShins
10132,BandofHorses
10132,Lumineers
10132,U2
10133,BlakeShelton
10133,Fun
10133,OneDirection
10133,TaylorSwift
10133,TheShins
10134,BandofHorses
10134,Lumineers
10134,OneDirection
10134,SnowPatrol
10134,TheShins
10134,VampireWeekend
10135,BandofHorses
10135,BlakeShelton
10135,ColdPlay
10135,TheShins
10135,VampireWeekend
10136,AlanThicke
10136,VampireWeekend
10137,BandofHorses
10137,BlakeShelton
10137,Fun
10137,KatyPerry
10137,VampireWeekend
10138,ColdPlay
10138,Lorde
10138,U2
10139,ColdPlay
10139,Fun
10139,Pitbull
10139,ScreamingOrphans
10139,WalinJennys
10140,Lumineers
10140,WalinJennys
10141,ImagineDragons
10141,OneDirection
10141,TheShins
10142,BandofHorses
10142,RascalFlats
10142,VampireWeekend
10143,BandofHorses
10143,Lumineers
10143,Pharrel
10143,TaylorSwift
10144,AlanThicke
10144,ColdPlay
10144,Lorde
10144,OneDirection
10144,U2
10145,ScreamingOrphans
10145,U2
10145,WalinJennys
10146,AlanThicke
10146,BandofHorses
10146,Lumineers
10146,Pharrel
10146,SnowPatrol
10146,VampireWeekend
10146,WalinJennys
10147,AlanThicke
10148,AlanThicke
10148,TheShins
10148,U2
10148,VampireWeekend
10149,ImagineDragons
10149,KatyPerry
10149,U2
10150,BlakeShelton
10150,ColdPlay
10150,ImagineDragons
10150,Lumineers
10150,RascalFlats
10150,ScreamingOrphans
10150,TheShins
10150,U2
10150,VampireWeekend
10151,AlanThicke
10151,Fun
10151,ScreamingOrphans
10151,TaylorSwift
10151,TheShins
10151,U2
10151,WalinJennys
10152,ColdPlay
10152,Pharrel
10152,RascalFlats
10152,U2
10152,VampireWeekend
10153,ColdPlay
10153,Fun
10153,Pitbull
10153,ScreamingOrphans
10153,TaylorSwift
10153,TheShins
10153,U2
10153,WalinJennys
10154,ImagineDragons
10154,Lorde
10154,RascalFlats
10154,ScreamingOrphans
10154,WalinJennys
10155,AlanThicke
10155,BandofHorses
10155,BlakeShelton
10155,Lumineers
10155,Pitbull
10156,BandofHorses
10156,ColdPlay
10156,Lumineers
10156,Pharrel
10156,ScreamingOrphans
10156,TaylorSwift
10156,U2
10157,BlakeShelton
10157,ColdPlay
10157,TaylorSwift
10158,ColdPlay
10158,Fun
10158,KatyPerry
10158,OneDirection
10158,SnowPatrol
10158,U2
10159,ImagineDragons
10159,RascalFlats
10159,TheShins
10159,VampireWeekend
10159,WalinJennys
10160,BandofHorses
10160,Lorde
10160,Lumineers
10160,VampireWeekend
10161,AlanThicke
10161,BandofHorses
10161,BlakeShelton
10161,ColdPlay
10161,Lumineers
10161,Pharrel
10161,ScreamingOrphans
10161,SnowPatrol
10161,WalinJennys
10162,BlakeShelton
10162,ColdPlay
10162,Lorde
10162,Pitbull
10162,ScreamingOrphans
10162,SnowPatrol
10162,U2
10162,WalinJennys
10163,KatyPerry
10163,Lumineers
10163,SnowPatrol
10163,TheShins
10163,VampireWeekend
10164,AlanThicke
10164,ImagineDragons
10164,TheShins
10165,BandofHorses
10165,ColdPlay
10166,BandofHorses
10166,ScreamingOrphans
10166,VampireWeekend
10166,WalinJennys
10167,TheShins
10167,WalinJennys
10168,KatyPerry
10168,Lorde
10168,Pitbull
10169,BlakeShelton
10169,Lorde
10169,TaylorSwift
10169,VampireWeekend
10170,RascalFlats
10171,Lorde
10171,TaylorSwift
10172,Fun
10172,OneDirection
10172,TaylorSwift
10173,Lumineers
10173,RascalFlats
10173,ScreamingOrphans
10173,TaylorSwift
10173,WalinJennys
10174,ColdPlay
10174,Lumineers
10174,ScreamingOrphans
10174,U2
10175,AlanThicke
10175,KatyPerry
10175,Pitbull
10175,RascalFlats
10176,BlakeShelton
10176,Lumineers
10176,SnowPatrol
10177,ColdPlay
10178,AlanThicke
10178,ImagineDragons
10178,Pharrel
10178,Pitbull
10178,RascalFlats
10178,TheShins
10178,VampireWeekend
10178,WalinJennys
10179,TheShins
10179,VampireWeekend
10180,BandofHorses
10180,BlakeShelton
10180,Lorde
10180,TaylorSwift
10180,TheShins
10180,U2
10180,VampireWeekend
10181,AlanThicke
10181,BandofHorses
10181,KatyPerry
10181,Lorde
10181,OneDirection
10181,Pharrel
10181,VampireWeekend
10182,Pharrel
10182,U2
10183,BandofHorses
10183,Lumineers
10183,ScreamingOrphans
10184,Fun
10184,KatyPerry
10184,ScreamingOrphans
10185,Lorde
10186,AlanThicke
10186,OneDirection
10187,KatyPerry
10187,VampireWeekend
10188,AlanThicke
10188,WalinJennys
10189,AlanThicke
10189,ColdPlay
10189,Lorde
10189,Pharrel
10189,Pitbull
10189,TaylorSwift
10189,TheShins
10189,U2
10189,WalinJennys
10191,ScreamingOrphans
10191,TheShins
10191,VampireWeekend
10191,WalinJennys
10192,BlakeShelton
10192,KatyPerry
10192,TaylorSwift
10192,TheShins
10192,VampireWeekend
10193,BlakeShelton
10193,TheShins
10193,VampireWeekend
10194,ColdPlay
10194,Pitbull
10194,U2
10194,WalinJennys
10195,BandofHorses
10195,BlakeShelton
10195,Pharrel
10195,Pitbull
10195,TaylorSwift
10195,U2
10196,ImagineDragons
10196,OneDirection
10196,SnowPatrol
10196,WalinJennys
10197,ColdPlay
10197,Fun
10197,RascalFlats
10197,ScreamingOrphans
10197,SnowPatrol
10197,U2
10198,Lumineers
10198,OneDirection
10198,ScreamingOrphans
10198,TaylorSwift
10198,TheShins
10198,U2
10198,VampireWeekend
10199,Fun
10200,BandofHorses
10200,ScreamingOrphans
10200,SnowPatrol
10200,TaylorSwift
10200,TheShins
10200,U2
10200,VampireWeekend
10201,Lorde
10201,VampireWeekend
10202,BandofHorses
10202,KatyPerry
10202,Pitbull
10202,RascalFlats
10202,WalinJennys
10203,AlanThicke
10203,BandofHorses
10203,Pitbull
10203,ScreamingOrphans
10204,Fun
10204,Pharrel
10204,SnowPatrol
10204,U2
10204,VampireWeekend
10205,U2
10206,BlakeShelton
10206,TaylorSwift
10207,TheShins
10207,VampireWeekend
10208,ColdPlay
10208,Fun
10208,ImagineDragons
10208,Lorde
10209,BlakeShelton
10209,TheShins
10210,BlakeShelton
10210,ColdPlay
10210,Lorde
10210,Pitbull
10210,TheShins
10210,VampireWeekend
10211,BlakeShelton
10211,ImagineDragons
10211,Pitbull
10211,TaylorSwift
10212,ColdPlay
10212,ImagineDragons
10212,KatyPerry
10212,ScreamingOrphans
10213,BandofHorses
10213,KatyPerry
10213,Pharrel
10213,TheShins
10213,VampireWeekend
10214,RascalFlats
10215,BlakeShelton
10215,Pitbull
10215,SnowPatrol
10216,KatyPerry
10216,TheShins
10216,VampireWeekend
10217,Pharrel
10217,ScreamingOrphans
10218,ImagineDragons
10218,KatyPerry
10218,Pitbull
10218,SnowPatrol
10219,Lumineers
10219,TaylorSwift
10219,TheShins
10219,VampireWeekend
10220,AlanThicke
10220,ColdPlay
10220,ImagineDragons
10221,ColdPlay
10221,TheShins
10223,BlakeShelton
10223,Fun
10223,RascalFlats
10223,ScreamingOrphans
10224,OneDirection
10224,SnowPatrol
10224,U2
10225,ImagineDragons
10226,Fun
10226,U2
10227,Lumineers
10227,RascalFlats
10227,SnowPatrol
10227,VampireWeekend
10228,Lumineers
10228,TaylorSwift
10229,Fun
10229,KatyPerry
10229,OneDirection
10229,Pharrel
10229,SnowPatrol
10229,WalinJennys
10230,BandofHorses
10230,SnowPatrol
10230,U2
10231,KatyPerry
10231,Pharrel
10232,KatyPerry
10232,ScreamingOrphans
10232,SnowPatrol
10232,WalinJennys
10233,TaylorSwift
10233,U2
10233,VampireWeekend
10234,ImagineDragons
10234,TaylorSwift
10234,TheShins
10234,U2
10235,ColdPlay
10236,Lorde
10236,OneDirection
10236,VampireWeekend
10236,WalinJennys
10237,OneDirection
10237,TheShins
10238,Fun
10238,OneDirection
10238,SnowPatrol
10238,TheShins
10238,U2
10238,VampireWeekend
10239,AlanThicke
10239,Fun
10239,Pharrel
10240,Lorde
10240,Pharrel
10240,TaylorSwift
10240,TheShins
10241,VampireWeekend
10242,ImagineDragons
10243,BlakeShelton
10243,ColdPlay
10243,Pharrel
10244,BandofHorses
10244,KatyPerry
10244,Lumineers
10244,Pharrel
10244,Pitbull
10245,TheShins
10246,Lorde
10246,RascalFlats
10246,WalinJennys
10247,ColdPlay
10247,Fun
10247,RascalFlats
10249,AlanThicke
10249,Fun
10249,KatyPerry
10250,BandofHorses
10250,Lorde
10250,Pharrel
10250,U2
10251,Lumineers
10251,OneDirection
10251,Pharrel
10251,Pitbull
10252,Fun
10254,KatyPerry
10254,Lumineers
10254,OneDirection
10254,Pharrel
10254,Pitbull
10254,SnowPatrol
10255,BandofHorses
10255,Lorde
10255,VampireWeekend
10256,U2
10257,ImagineDragons
10257,Lorde
10258,Lumineers
10258,RascalFlats
10259,Pitbull
10260,Pitbull
10260,TheShins
10261,BlakeShelton
10261,OneDirection
10261,Pitbull
10262,AlanThicke
10262,Lumineers
10262,OneDirection
10262,VampireWeekend
10263,BlakeShelton
10263,Lumineers
10263,Pharrel
10263,VampireWeekend
10264,BandofHorses
10264,VampireWeekend
10264,WalinJennys
10265,Pharrel
10265,TaylorSwift
10265,VampireWeekend
10266,ColdPlay
10266,WalinJennys
10267,BandofHorses
10267,Pitbull
10267,RascalFlats
10268,KatyPerry
10268,Lumineers
10268,Pitbull
10268,SnowPatrol
10268,VampireWeekend
10269,Lumineers
10269,OneDirection
10269,Pharrel
10269,SnowPatrol
10270,Pitbull
10270,U2
10271,BandofHorses
10271,Lumineers
10271,TaylorSwift
10272,BandofHorses
10272,ColdPlay
10272,ImagineDragons
10272,Pitbull
10272,TaylorSwift
10273,BandofHorses
10273,KatyPerry
10273,Lorde
10273,TheShins
10273,VampireWeekend
10274,BandofHorses
10274,Fun
10274,VampireWeekend
10275,BlakeShelton
10275,Lorde
10275,Pharrel
10275,ScreamingOrphans
10275,U2
10276,BandofHorses
10276,ImagineDragons
10276,Lumineers
10277,BlakeShelton
10277,KatyPerry
10277,Lorde
10277,Pharrel
10277,ScreamingOrphans
10277,WalinJennys
10278,BandofHorses
10278,Fun
10278,ImagineDragons
10278,Lumineers
10278,U2
10279,BandofHorses
10279,Lumineers
10280,AlanThicke
10280,Pitbull
10281,AlanThicke
10281,KatyPerry
10281,TheShins
10281,VampireWeekend
10282,AlanThicke
10282,BandofHorses
10282,U2
10283,AlanThicke
10283,WalinJennys
10284,BandofHorses
10284,Pharrel
10284,RascalFlats
10285,KatyPerry
10285,SnowPatrol
10286,BlakeShelton
10286,Pharrel
10287,ColdPlay
10287,ImagineDragons
10287,RascalFlats
10288,BlakeShelton
10288,Lorde
10288,RascalFlats
10288,TheShins
10288,VampireWeekend
10289,BandofHorses
10289,ImagineDragons
10289,ScreamingOrphans
10290,ImagineDragons
10290,KatyPerry
10290,OneDirection
10290,ScreamingOrphans
10290,TaylorSwift
10290,VampireWeekend
10291,RascalFlats
10292,Fun
10292,KatyPerry
10292,WalinJennys
10293,ColdPlay
10293,Fun
10293,OneDirection
10294,BlakeShelton
10294,TaylorSwift
10294,U2
10295,WalinJennys
10296,Fun
10296,Lorde
10296,ScreamingOrphans
10296,VampireWeekend
10297,BlakeShelton
10297,KatyPerry
10297,OneDirection
10298,ColdPlay
10298,RascalFlats
10299,ColdPlay
10299,Fun
10299,Pharrel
10299,TaylorSwift
10299,TheShins
10300,BlakeShelton
10300,Lumineers
10301,BlakeShelton
10302,Pitbull
10302,U2
10303,BandofHorses
10303,BlakeShelton
10303,Lumineers
10303,OneDirection
10303,Pharrel
10303,VampireWeekend
10304,AlanThicke
10304,BandofHorses
10304,Pharrel
10305,AlanThicke
10305,ScreamingOrphans
10306,ScreamingOrphans
10307,ImagineDragons
10307,Pitbull
10307,ScreamingOrphans
10308,ColdPlay
10308,ImagineDragons
10308,KatyPerry
10308,Pharrel
10308,U2
10309,Pharrel
10309,Pitbull
10309,RascalFlats
10309,ScreamingOrphans
10310,ImagineDragons
10310,Pharrel
10310,SnowPatrol
10310,WalinJennys
10311,BandofHorses
10311,BlakeShelton
10311,Fun
10311,RascalFlats
10312,Pitbull
10313,BandofHorses
10314,BlakeShelton
10314,KatyPerry
10314,ScreamingOrphans
10314,SnowPatrol
10314,TaylorSwift
10314,WalinJennys
10315,KatyPerry
10315,Pharrel
10315,ScreamingOrphans
10315,TaylorSwift
10316,BlakeShelton
10317,Lorde
10317,Lumineers
10317,ScreamingOrphans
10317,SnowPatrol
10317,U2
10318,KatyPerry
10318,Lorde
10318,Pharrel
10318,TheShins
10319,Pharrel
10320,Pharrel
10320,Pitbull
10320,RascalFlats
10321,BandofHorses
10321,Fun
10321,KatyPerry
10321,Pitbull
10321,U2
10322,ImagineDragons
10322,Lumineers
10322,Pitbull
10323,SnowPatrol
10323,TheShins
10324,ImagineDragons
10324,WalinJennys
10325,BlakeShelton
10325,Fun
10325,Lorde
10326,BandofHorses
10326,ColdPlay
10326,Lorde
10326,Lumineers
10326,RascalFlats
10327,Lumineers
10327,U2
10328,BlakeShelton
10329,ColdPlay
10329,Lumineers
10330,Lorde
10330,Pharrel
10330,U2
10331,KatyPerry
10331,VampireWeekend
10332,BlakeShelton
10332,Lorde
10332,WalinJennys
10333,ImagineDragons
10333,WalinJennys
10334,BandofHorses
10334,Lumineers
10334,RascalFlats
10334,SnowPatrol
10335,ScreamingOrphans
10335,SnowPatrol
10335,VampireWeekend
10336,Lorde
10337,RascalFlats
10337,TaylorSwift
10337,VampireWeekend
10338,AlanThicke
10338,TaylorSwift
10338,TheShins
10338,U2
10339,KatyPerry
10339,Lorde
10340,ImagineDragons
10340,SnowPatrol
10341,ImagineDragons
10341,OneDirection
10341,ScreamingOrphans
10342,AlanThicke
10342,BandofHorses
10342,ScreamingOrphans
10342,TheShins
10342,WalinJennys
10343,ColdPlay
10343,ImagineDragons
10344,BandofHorses
10344,Pharrel
10344,RascalFlats
10344,ScreamingOrphans
10344,TheShins
10344,VampireWeekend
10345,ImagineDragons
10345,OneDirection
10345,TheShins
10346,ColdPlay
10346,TheShins
10346,WalinJennys
10348,ColdPlay
10348,ImagineDragons
10348,Lorde
10348,Pharrel
10348,TheShins
10349,ScreamingOrphans
10349,VampireWeekend
10350,ColdPlay
10350,SnowPatrol
10351,ImagineDragons
10351,Lumineers
10352,BandofHorses
10352,Lorde
10352,Lumineers
10352,TaylorSwift
10353,RascalFlats
10353,SnowPatrol
10354,AlanThicke
10354,RascalFlats
10354,TheShins
10354,U2
10355,RascalFlats
10355,ScreamingOrphans
10356,AlanThicke
10356,OneDirection
10356,Pitbull
10356,TheShins
10356,VampireWeekend
10357,KatyPerry
10357,TheShins
10357,U2
10357,VampireWeekend
10358,BlakeShelton
10358,Pharrel
10358,Pitbull
10358,U2
10358,WalinJennys
10359,OneDirection
10359,WalinJennys
10360,Fun
10360,Lumineers
10360,RascalFlats
10360,WalinJennys
10361,BandofHorses
10361,ImagineDragons
10361,KatyPerry
10361,TheShins
10361,VampireWeekend
10362,ColdPlay
10362,Pitbull
10362,SnowPatrol
10362,WalinJennys
10363,WalinJennys
10364,SnowPatrol
10364,TaylorSwift
10365,ColdPlay
10365,Fun
10365,Lumineers
10365,SnowPatrol
10365,VampireWeekend
10365,WalinJennys
10366,ColdPlay
10366,Lorde
10366,Pitbull
10367,BandofHorses
10367,BlakeShelton
10367,ImagineDragons
10367,TaylorSwift
10367,WalinJennys
10368,AlanThicke
10368,Lorde
10368,ScreamingOrphans
10368,TheShins
10368,VampireWeekend
10369,BandofHorses
10369,Pharrel
10369,Pitbull
10370,ImagineDragons
10370,OneDirection
10370,Pharrel
10370,U2
10370,WalinJennys
10371,Pitbull
10372,BandofHorses
10372,Pharrel
10372,U2
10372,VampireWeekend
10373,ColdPlay
10373,Lumineers
10373,TaylorSwift
10374,TheShins
10374,VampireWeekend
10375,BlakeShelton
10375,TheShins
10376,Fun
10376,KatyPerry
10376,OneDirection
10377,BandofHorses
10377,BlakeShelton
10377,Lumineers
10378,ImagineDragons
10378,Pitbull
10379,Lorde
10379,Pitbull
10379,VampireWeekend
10380,RascalFlats
10380,TheShins
10380,WalinJennys
10381,BlakeShelton
10381,Fun
10381,ImagineDragons
10381,SnowPatrol
10381,TheShins
10381,WalinJennys
10382,AlanThicke
10382,ColdPlay
10382,Fun
10382,KatyPerry
10382,TaylorSwift
10382,VampireWeekend
10383,ColdPlay
10383,ScreamingOrphans
10383,TheShins
10383,VampireWeekend
10383,WalinJennys
10384,Pharrel
10384,TheShins
10385,BlakeShelton
10386,Fun
10386,U2
10387,BlakeShelton
10387,Pharrel
10387,Pitbull
10387,VampireWeekend
10388,Pitbull
10388,TaylorSwift
10388,TheShins
10388,WalinJennys
10389,RascalFlats
10389,ScreamingOrphans
10389,U2
10390,BlakeShelton
10390,Fun
10391,ColdPlay
10391,Lumineers
10391,VampireWeekend
10392,AlanThicke
10392,Fun
10392,RascalFlats
10392,SnowPatrol
10392,WalinJennys
10393,Lorde
10393,Pharrel
10393,TheShins
10394,Lorde
10395,Pitbull
10396,ImagineDragons
10396,TaylorSwift
10396,U2
10397,OneDirection
10397,TheShins
10398,BlakeShelton
10398,Lorde
10399,AlanThicke
10400,BandofHorses
10400,TaylorSwift
10400,TheShins
10401,Pitbull
10402,ColdPlay
10402,Lumineers
10403,Fun
10403,Lorde
10403,TaylorSwift
10403,TheShins
10403,WalinJennys
10404,BandofHorses
10404,Lorde
10404,VampireWeekend
10405,AlanThicke
10405,Pitbull
10405,SnowPatrol
10405,VampireWeekend
10406,Lumineers
10406,TheShins
10406,VampireWeekend
10407,AlanThicke
