StudentID,Result,firstMathCourse,yrsfromACT
322,Success,Math1003,0to2
323,Success,Math1003,0to2
324,Success,Math1003,0to2
325,Success,Math1003,0to2
326,Success,Math1003,0to2
327,Success,Math1003,0to2
328,Success,Math1003,0to2
329,Success,Math1003,0to2
330,Success,Math1003,0to2
331,Failure,Math1003,0to2
332,Failure,Math1113,0to2
333,Success,Math1113,0to2
334,Success,Math1113,0to2
335,Success,Math1113,0to2
336,Success,Math1113,0to2
337,Success,Math1113,0to2
338,Success,Math1113,0to2
339,Success,Math1113,0to2
340,Success,Math1113,0to2
341,Success,Math1113,0to2
342,Success,Math1113,0to2
343,Success,Math1113,0to2
344,Success,Math1113,0to2
345,Success,Math1113,0to2
346,Failure,Math1113,0to2
347,Success,Math1113,0to2
348,Success,Math1113,0to2
349,Success,Math1113,0to2
350,Success,Math1113,0to2
351,Success,Math1113,0to2
352,Success,Math1113,0to2
353,Success,Math1113,0to2
354,Success,Math1113,0to2
355,Success,Math1113,0to2
356,Success,Math1113,0to2
357,Success,Math1113,0to2
358,Success,Math1113,0to2
359,Success,Math1113,0to2
360,Success,Math1113,0to2
361,Success,Math1113,0to2
362,Failure,Math1113,0to2
363,Success,Math1113,0to2
364,Success,Math1113,0to2
365,Success,Math1113,0to2
366,Success,Math1113,0to2
367,Success,Math1113,0to2
368,Success,Math1113,0to2
369,Success,Math1113,0to2
370,Failure,Math1113,0to2
371,Success,Math1113,0to2
372,Success,Math1113,0to2
373,Failure,Math1113,0to2
374,Failure,Math1113,0to2
375,Failure,Math1113,0to2
376,Success,Math1113,0to2
377,Success,Math1113,0to2
378,Success,Math1113,0to2
379,Success,Math1113,0to2
380,Success,Math1113,0to2
381,Success,Math1113,0to2
382,Success,Math1113,0to2
383,Success,Math1113,0to2
384,Success,Math1113,0to2
385,Failure,Math1113,0to2
386,Success,Math1113,0to2
387,Success,Math1113,0to2
388,Success,Math1113,0to2
389,Success,Math1113,0to2
390,Success,Math1113,0to2
391,Success,Math1113,0to2
392,Success,Math1113,0to2
393,Success,Math1113,0to2
394,Success,Math1113,0to2
395,Success,Math1113,0to2
396,Success,Math1113,0to2
397,Success,Math1113,0to2
398,Success,Math1113,0to2
399,Failure,Math1113,0to2
400,Success,Math1113,0to2
401,Failure,Math1113,0to2
402,Success,Math1113,0to2
403,Success,Math1113,0to2
404,Success,Math1113,0to2
405,Success,Math1113,0to2
406,Failure,Math1113,0to2
407,Success,Math1113,0to2
408,Success,Math1113,0to2
409,Success,Math1113,0to2
410,Success,Math1113,0to2
411,Success,Math1113,0to2
412,Success,Math1113,0to2
413,Success,Math1113,0to2
414,Failure,Math1113,0to2
415,Success,Math1113,0to2
416,Success,Math1113,0to2
417,Success,Math1113,0to2
418,Success,Math1113,0to2
419,Success,Math1113,0to2
420,Success,Math1113,0to2
421,Success,Math1113,0to2
422,Success,Math1113,0to2
423,Success,Math1113,0to2
424,Success,Math1113,0to2
425,Success,Math1113,0to2
426,Success,Math1113,0to2
427,Failure,Math1113,0to2
428,Success,Math1113,0to2
429,Success,Math1113,0to2
430,Success,Math1113,0to2
431,Success,Math1113,0to2
432,Success,Math1113,0to2
433,Success,Math1113,0to2
434,Success,Math1113,0to2
435,Failure,Math1113,0to2
436,Success,Math1113,0to2
437,Success,Math1113,0to2
438,Success,Math1113,0to2
439,Success,Math1113,0to2
440,Success,Math1113,0to2
441,Success,Math1113,0to2
442,Success,Math1113,0to2
443,Success,Math1113,0to2
444,Success,Math1113,0to2
445,Success,Math1113,0to2
446,Success,Math1113,0to2
447,Failure,Math1113,0to2
448,Success,Math1113,0to2
449,Success,Math1113,0to2
450,Success,Math1113,0to2
451,Failure,Math1113,0to2
452,Success,Math1113,0to2
453,Failure,Math1113,0to2
454,Success,Math1113,0to2
455,Success,Math1113,0to2
456,Success,Math1113,0to2
457,Failure,Math1113,0to2
458,Failure,Math1113,0to2
459,Success,Math1113,0to2
460,Success,Math1113,0to2
461,Success,Math1113,0to2
462,Success,Math1113,0to2
463,Failure,Math1113,0to2
464,Success,Math1113,0to2
465,Success,Math1113,0to2
466,Success,Math1113,0to2
467,Success,Math1113,0to2
468,Success,Math1113,0to2
469,Failure,Math1113,0to2
470,Success,Math1113,0to2
471,Success,Math1113,0to2
472,Success,Math1113,0to2
473,Success,Math1113,0to2
474,Success,Math1113,0to2
475,Success,Math1113,0to2
476,Success,Math1113,0to2
477,Success,Math1113,0to2
478,Success,Math1113,0to2
479,Success,Math1113,0to2
480,Success,Math1113,0to2
481,Failure,Math1113,0to2
482,Success,Math1113,0to2
483,Success,Math1113,0to2
484,Success,Math1113,0to2
485,Success,Math1113,0to2
486,Success,Math1113,0to2
487,Success,Math1113,0to2
488,Success,Math1113,0to2
489,Success,Math1113,0to2
490,Success,Math1113,0to2
491,Success,Math1113,0to2
492,Failure,Math1113,0to2
493,Success,Math1113,0to2
494,Success,Math1113,0to2
495,Success,Math1113,0to2
496,Success,Math1113,0to2
497,Failure,Math1113,0to2
498,Success,Math1113,0to2
499,Success,Math1113,0to2
500,Success,Math1113,0to2
501,Success,Math1113,0to2
502,Success,Math1113,0to2
503,Success,Math1113,0to2
504,Success,Math1113,0to2
505,Success,Math1113,0to2
506,Success,Math1113,0to2
507,Success,Math1113,0to2
508,Failure,Math1113,0to2
509,Failure,Math1113,0to2
510,Failure,Math1113,0to2
511,Success,Math1113,0to2
512,Success,Math1113,0to2
513,Success,Math1113,0to2
514,Success,Math1113,0to2
515,Success,Math1113,0to2
516,Success,Math1113,0to2
517,Success,Math1113,0to2
518,Success,Math1113,0to2
519,Success,Math1113,0to2
520,Success,Math1113,0to2
521,Success,Math1113,0to2
522,Success,Math1113,0to2
523,Success,Math1113,0to2
524,Success,Math1113,0to2
525,Success,Math1113,0to2
526,Success,Math1113,0to2
527,Success,Math1113,0to2
528,Success,Math1113,0to2
529,Success,Math1113,0to2
530,Success,Math1113,0to2
531,Success,Math1113,0to2
532,Success,Math1113,0to2
533,Success,Math1113,0to2
534,Failure,Math1113,0to2
535,Success,Math1113,0to2
536,Success,Math1113,0to2
537,Success,Math1113,0to2
538,Success,Math1113,0to2
539,Success,Math1113,0to2
540,Success,Math1113,0to2
541,Success,Math1113,0to2
542,Success,Math1113,0to2
543,Success,Math1113,0to2
544,Failure,Math1113,0to2
545,Failure,Math1113,0to2
546,Failure,Math1113,0to2
547,Failure,Math1113,0to2
548,Success,Math1113,0to2
549,Success,Math1113,0to2
550,Failure,Math1113,0to2
551,Success,Math1113,0to2
552,Success,Math1113,0to2
553,Success,Math1113,0to2
554,Failure,Math1113,0to2
555,Success,Math1113,0to2
556,Success,Math1113,0to2
557,Success,Math1113,0to2
558,Success,Math1113,0to2
559,Success,Math1113,0to2
560,Success,Math1113,0to2
561,Success,Math1113,0to2
562,Success,Math1113,0to2
563,Success,Math1113,0to2
564,Success,Math1113,0to2
565,Failure,Math1113,0to2
566,Success,Math1113,0to2
567,Success,Math1113,0to2
568,Success,Math1113,0to2
569,Success,Math1113,0to2
570,Success,Math1113,0to2
571,Success,Math1113,0to2
572,Success,Math1113,0to2
573,Success,Math1113,0to2
574,Success,Math1113,0to2
575,Success,Math1113,0to2
576,Success,Math1113,0to2
577,Success,Math1113,0to2
578,Success,Math1113,0to2
579,Success,Math1113,0to2
580,Success,Math1113,0to2
581,Failure,Math1113,0to2
582,Failure,Math1113,0to2
583,Success,Math1113,0to2
584,Success,Math1113,0to2
585,Success,Math1113,0to2
586,Success,Math1113,0to2
587,Failure,Math1113,0to2
588,Success,Math1113,0to2
589,Success,Math1113,0to2
590,Success,Math1113,0to2
591,Success,Math1113,0to2
592,Success,Math1113,0to2
593,Success,Math1113,0to2
594,Success,Math1113,0to2
595,Success,Math1113,0to2
596,Success,Math1113,0to2
597,Success,Math1113,0to2
598,Success,Math1113,0to2
599,Success,Math1113,0to2
600,Success,Math1113,0to2
601,Success,Math1113,0to2
602,Success,Math1113,0to2
603,Success,Math1113,0to2
604,Success,Math1113,0to2
605,Success,Math1113,0to2
606,Success,Math1113,0to2
607,Success,Math1113,0to2
608,Success,Math1113,0to2
609,Failure,Math1113,0to2
610,Success,Math1113,0to2
611,Success,Math1113,0to2
612,Success,Math1113,0to2
613,Success,Math1113,0to2
614,Success,Math1113,0to2
615,Success,Math1113,0to2
616,Success,Math1113,0to2
617,Success,Math1113,0to2
618,Success,Math1113,0to2
619,Success,Math1113,0to2
620,Failure,Math1113,0to2
621,Success,Math1113,0to2
622,Success,Math1113,0to2
623,Failure,Math1113,0to2
624,Success,Math1113,0to2
625,Failure,Math1113,0to2
626,Success,Math1113,0to2
627,Failure,Math1113,0to2
628,Success,Math1113,0to2
629,Success,Math1113,0to2
630,Success,Math1113,0to2
631,Success,Math1113,0to2
632,Success,Math1113,0to2
633,Success,Math1113,0to2
634,Success,Math1113,0to2
635,Success,Math1113,0to2
636,Success,Math1113,0to2
637,Success,Math1113,0to2
638,Success,Math1113,0to2
639,Success,Math1113,0to2
640,Success,Math1113,0to2
641,Success,Math1113,0to2
642,Success,Math1113,0to2
643,Success,Math1113,0to2
644,Success,Math1113,0to2
645,Success,Math1113,0to2
646,Success,Math1113,0to2
647,Success,Math1113,0to2
648,Failure,Math1113,0to2
649,Success,Math1113,0to2
650,Success,Math1113,0to2
651,Failure,Math1113,0to2
652,Success,Math1113,0to2
653,Failure,Math1113,0to2
654,Failure,Math1113,0to2
655,Failure,Math1113,0to2
656,Failure,Math1113,0to2
657,Success,Math1113,0to2
658,Success,Math1113,0to2
659,Success,Math1113,0to2
660,Success,Math1113,0to2
661,Success,Math1113,0to2
662,Success,Math1113,0to2
663,Success,Math1113,0to2
664,Success,Math1113,0to2
665,Success,Math1113,0to2
666,Success,Math1113,0to2
667,Success,Math1113,0to2
668,Success,Math1113,0to2
669,Success,Math1113,0to2
670,Success,Math1113,0to2
671,Success,Math1113,0to2
672,Success,Math1113,0to2
673,Success,Math1113,0to2
674,Success,Math1113,0to2
675,Failure,Math1113,0to2
676,Success,Math1113,0to2
677,Success,Math1113,0to2
678,Success,Math1113,0to2
679,Success,Math1113,0to2
680,Success,Math1113,0to2
681,Success,Math1113,0to2
682,Success,Math1113,0to2
683,Success,Math1113,0to2
684,Failure,Math1113,0to2
685,Success,Math1113,0to2
686,Success,Math1113,0to2
687,Failure,Math1113,0to2
688,Success,Math1113,0to2
689,Failure,Math1113,0to2
690,Success,Math1113,0to2
691,Failure,Math1113,0to2
692,Success,Math1113,0to2
693,Success,Math1113,0to2
694,Success,Math1113,0to2
695,Success,Math1113,0to2
696,Success,Math1113,0to2
697,Success,Math1113,0to2
698,Success,Math1113,0to2
699,Success,Math1113,0to2
700,Success,Math1113,0to2
701,Success,Math1113,0to2
702,Failure,Math1113,0to2
703,Success,Math1113,0to2
704,Failure,Math1113,0to2
705,Failure,Math1113,0to2
706,Failure,Math1113,0to2
707,Success,Math1113,0to2
708,Failure,Math1113,0to2
709,Success,Math1113,0to2
710,Success,Math1113,0to2
711,Failure,Math1113,0to2
712,Success,Math1113,0to2
713,Success,Math1113,0to2
714,Success,Math1113,0to2
715,Success,Math1113,0to2
716,Success,Math1113,0to2
717,Success,Math1113,0to2
718,Success,Math1113,0to2
719,Success,Math1113,0to2
720,Failure,Math1113,0to2
721,Success,Math1113,0to2
722,Success,Math1113,0to2
723,Failure,Math1113,0to2
724,Success,Math1113,0to2
725,Failure,Math1113,0to2
726,Success,Math1113,0to2
727,Success,Math1113,0to2
728,Success,Math1113,0to2
729,Success,Math1113,0to2
730,Success,Math1113,0to2
731,Success,Math1113,0to2
732,Success,Math1113,0to2
733,Success,Math1113,0to2
734,Success,Math1113,0to2
735,Success,Math1113,0to2
736,Success,Math1113,0to2
737,Success,Math1113,0to2
738,Success,Math1113,0to2
739,Success,Math1113,0to2
740,Failure,Math1113,0to2
741,Failure,Math1113,0to2
742,Success,Math1113,0to2
743,Success,Math1113,0to2
744,Success,Math1113,0to2
745,Success,Math1113,0to2
746,Success,Math1113,0to2
747,Failure,Math1113,0to2
748,Success,Math1113,0to2
749,Success,Math1113,0to2
750,Success,Math1113,0to2
751,Success,Math1113,0to2
752,Success,Math1113,0to2
753,Success,Math1113,0to2
754,Success,Math1113,0to2
755,Success,Math1113,0to2
756,Failure,Math1113,0to2
757,Success,Math1113,0to2
758,Success,Math1113,0to2
759,Success,Math1113,0to2
760,Success,Math1113,0to2
761,Failure,Math1113,0to2
762,Failure,Math1113,0to2
763,Success,Math1113,0to2
764,Success,Math1113,0to2
765,Failure,Math1113,0to2
766,Success,Math1113,0to2
767,Success,Math1113,0to2
768,Success,Math1113,0to2
769,Success,Math1113,0to2
770,Success,Math1113,0to2
771,Failure,Math1113,0to2
772,Failure,Math1113,0to2
773,Success,Math1113,0to2
774,Failure,Math1113,0to2
775,Success,Math1113,0to2
776,Success,Math1113,0to2
777,Success,Math1113,0to2
778,Success,Math1113,0to2
779,Success,Math1113,0to2
780,Success,Math1113,0to2
781,Success,Math1113,0to2
782,Success,Math1113,0to2
783,Success,Math1113,0to2
784,Success,Math1113,0to2
785,Success,Math1113,0to2
786,Success,Math1113,0to2
787,Success,Math1113,0to2
788,Success,Math1113,0to2
789,Success,Math1113,0to2
790,Success,Math1113,0to2
791,Success,Math1113,0to2
792,Failure,Math1113,0to2
793,Success,Math1113,0to2
794,Success,Math1113,0to2
795,Success,Math1113,0to2
796,Success,Math1113,0to2
797,Success,Math1113,0to2
798,Success,Math1113,0to2
799,Failure,Math1113,0to2
800,Success,Math1113,0to2
801,Failure,Math1113,0to2
802,Failure,Math1113,0to2
803,Success,Math1113,0to2
804,Success,Math1113,0to2
805,Success,Math1113,0to2
806,Success,Math1113,0to2
807,Success,Math1113,0to2
808,Success,Math1113,0to2
809,Success,Math1113,0to2
810,Success,Math1113,0to2
811,Failure,Math1113,0to2
812,Success,Math1113,0to2
813,Success,Math1113,0to2
814,Success,Math1113,0to2
815,Success,Math1113,0to2
816,Success,Math1113,0to2
817,Success,Math1113,0to2
818,Success,Math1113,0to2
819,Success,Math1113,0to2
820,Success,Math1113,0to2
821,Success,Math1113,0to2
822,Success,Math1113,0to2
823,Success,Math1113,0to2
824,Success,Math1113,0to2
825,Success,Math1113,0to2
826,Success,Math1113,0to2
827,Success,Math1113,0to2
828,Failure,Math1113,0to2
829,Success,Math1113,0to2
830,Success,Math1113,0to2
831,Success,Math1113,0to2
832,Success,Math1113,0to2
833,Success,Math1113,0to2
834,Success,Math1113,0to2
835,Success,Math1113,0to2
836,Success,Math1113,0to2
837,Failure,Math1113,0to2
838,Success,Math1113,0to2
839,Success,Math1113,0to2
840,Success,Math1113,0to2
841,Failure,Math1113,0to2
842,Success,Math1113,0to2
843,Success,Math1113,0to2
844,Failure,Math1113,0to2
845,Success,Math1113,0to2
846,Failure,Math1113,0to2
847,Success,Math1113,0to2
848,Success,Math1113,0to2
849,Success,Math1113,0to2
850,Success,Math1113,0to2
851,Success,Math1113,0to2
852,Success,Math1113,0to2
853,Success,Math1113,0to2
854,Failure,Math1113,0to2
855,Success,Math1113,0to2
856,Success,Math1113,0to2
857,Failure,Math1113,0to2
858,Success,Math1113,0to2
859,Success,Math1113,0to2
860,Success,Math1113,0to2
861,Failure,Math1113,0to2
862,Success,Math1113,0to2
863,Failure,Math1113,0to2
864,Success,Math1113,0to2
865,Success,Math1113,0to2
866,Success,Math1113,0to2
867,Success,Math1113,0to2
868,Success,Math1113,0to2
869,Failure,Math1113,0to2
870,Success,Math1113,0to2
871,Success,Math1113,0to2
872,Failure,Math1113,0to2
873,Failure,Math1113,0to2
874,Success,Math1113,0to2
875,Failure,Math1113,0to2
876,Failure,Math1113,0to2
877,Success,Math1113,0to2
878,Success,Math1113,0to2
879,Success,Math1113,0to2
880,Success,Math1113,0to2
881,Success,Math1113,0to2
882,Success,Math1113,0to2
883,Success,Math1113,0to2
884,Success,Math1113,0to2
885,Failure,Math1113,0to2
886,Failure,Math1113,0to2
887,Success,Math1113,0to2
888,Failure,Math1113,0to2
889,Failure,Math1113,0to2
890,Success,Math1113,0to2
891,Success,Math1113,0to2
892,Failure,Math1113,0to2
893,Success,Math1113,0to2
894,Success,Math1113,0to2
895,Success,Math1113,0to2
896,Success,Math1113,0to2
897,Success,Math1113,0to2
898,Success,Math1113,0to2
899,Success,Math1113,0to2
900,Success,Math1113,0to2
901,Success,Math1113,0to2
902,Success,Math1113,0to2
903,Success,Math1113,0to2
904,Success,Math1113,0to2
905,Success,Math1113,0to2
906,Success,Math1113,0to2
907,Success,Math1113,0to2
908,Success,Math1113,0to2
909,Success,Math1113,0to2
910,Success,Math1113,0to2
911,Success,Math1113,0to2
912,Success,Math1113,0to2
913,Success,Math1113,0to2
914,Success,Math1113,0to2
915,Success,Math1113,0to2
916,Success,Math1113,0to2
917,Success,Math1113,0to2
918,Success,Math1113,0to2
919,Success,Math1113,0to2
920,Success,Math1113,0to2
921,Failure,Math1113,0to2
922,Success,Math1113,0to2
923,Success,Math1113,0to2
924,Success,Math1113,0to2
925,Success,Math1113,0to2
926,Success,Math1113,0to2
927,Success,Math1113,0to2
928,Success,Math1113,0to2
929,Success,Math1113,0to2
930,Success,Math1113,0to2
931,Success,Math1113,0to2
932,Success,Math1113,0to2
933,Success,Math1113,0to2
934,Success,Math1113,0to2
935,Success,Math1113,0to2
936,Success,Math1113,0to2
937,Success,Math1113,0to2
938,Success,Math1113,0to2
939,Success,Math1113,0to2
940,Success,Math1113,0to2
941,Success,Math1113,0to2
942,Success,Math1113,0to2
943,Success,Math1113,0to2
944,Success,Math1113,0to2
945,Success,Math1113,0to2
946,Success,Math1113,0to2
947,Success,Math1113,0to2
948,Success,Math1113,0to2
949,Success,Math1113,0to2
950,Success,Math1113,0to2
951,Success,Math1113,0to2
952,Success,Math1113,0to2
953,Success,Math1113,0to2
954,Success,Math1113,0to2
955,Success,Math1113,0to2
956,Success,Math1113,0to2
957,Success,Math1113,0to2
958,Success,Math1113,0to2
959,Success,Math1113,0to2
960,Success,Math1113,0to2
961,Success,Math1113,0to2
962,Success,Math1113,0to2
963,Success,Math1113,0to2
964,Success,Math1113,0to2
965,Success,Math1113,0to2
966,Success,Math1113,0to2
967,Success,Math1113,0to2
968,Success,Math1113,0to2
969,Success,Math1113,0to2
970,Success,Math1113,0to2
971,Success,Math1113,0to2
972,Success,Math1113,0to2
973,Failure,Math1113,0to2
974,Success,Math1113,0to2
975,Failure,Math1113,0to2
976,Success,Math1113,0to2
977,Success,Math1113,0to2
978,Success,Math1113,0to2
979,Success,Math1113,0to2
980,Success,Math1113,0to2
981,Success,Math1113,0to2
982,Failure,Math1113,0to2
983,Success,Math1113,0to2
984,Success,Math1113,0to2
985,Success,Math1113,0to2
986,Failure,Math1113,0to2
