Ht,Wt,yd40,Vertical,Bench,BroadJump,Cone3,Shuttle,Draftedyes
1.695865367,1.843304034,2.067939013,-2.089062257,-0.177553531,-1.287673326,4.029778017,1.756461295,0
-1.100310611,-1.244124361,-1.338967768,2.236673722,-0.90913984,2.107968927,-1.120676366,-1.336226424,0
0.299873462,-0.17874414,-0.581877372,1.035080394,-0.762822578,1.046830723,-0.314292094,-0.38780219,0
-0.748168508,-0.548365849,-0.834240837,1.756036391,0.115080992,1.152944543,-1.146688762,-1.336226424,1
0.647823396,0.951863441,1.847120981,-2.089062257,0.407715516,-1.712128608,3.405480516,2.91106471,0
1.347915433,1.625879499,1.373939484,-0.0463536,1.285619087,-1.181559506,-0.34030449,1.467810441,0
1.347915433,0.32133229,0.080576724,0.794761729,0.407715516,0.197920159,-0.34030449,-0.346566354,1
0.647823396,-0.309198861,-1.023513436,0.314124398,-0.470188055,0.4101478,-1.276750741,-0.758924717,1
0.647823396,1.517167232,1.342394051,-0.526990931,0.70035004,-1.181559506,1.246451659,1.880168804,0
-0.05226864,-0.309198861,-0.392604773,0.193965065,-0.323870793,-0.226535122,-0.314292094,0.148263681,1
0.647823396,0.082165302,0.459121922,-0.406831598,0.115080992,-0.650990404,-0.704478032,0.107027845,0
-0.748168508,-0.657078117,-1.086604302,1.395558393,0.261398254,1.683513645,-0.938589595,-0.882632226,1
2.395957403,1.538909686,1.184666885,-1.36810626,0.846667301,-1.393787147,0.518104574,0.849272897,1
1.695865367,1.582394593,1.910211848,-0.526990931,0.70035004,-0.120421302,1.29847645,0.354442862,1
-1.100310611,-0.700563024,-0.86578627,1.155239727,0.407715516,0.622375441,-1.458837513,-1.336226424,1
-0.05226864,-1.04844228,-0.991968003,-0.526990931,-1.494408887,0.516261621,-0.522391261,-0.222858845,0
-0.748168508,-0.17874414,0.206758457,-0.406831598,1.139301825,-0.969331865,-0.106192927,-0.181623009,0
-0.05226864,-1.091927187,-0.928877137,0.674602396,-0.90913984,1.471286004,-0.574416053,-0.305330518,0
-0.05226864,-1.091927187,-1.023513436,0.554443063,-0.90913984,0.197920159,-1.016626783,-0.800160553,1
0.647823396,1.212772883,0.396031056,-0.166512933,1.870888134,-0.332648943,0.10190624,0.972980406,1
-0.748168508,-0.852760198,-0.86578627,0.314124398,-1.055457102,1.365172184,-1.276750741,-0.717688881,1
0.647823396,0.082165302,-0.676513671,0.434283731,-0.616505317,-0.120421302,-1.146688762,-0.305330518,1
-0.05226864,1.495424779,0.396031056,0.554443063,0.846667301,0.30403398,1.350501242,0.93174457,1
0.995773331,-0.352683768,-0.86578627,0.434283731,-0.616505317,0.197920159,-0.756502824,-0.676453044,0
-0.748168508,-0.417911128,-0.392604773,0.073805732,-0.323870793,-0.120421302,-0.496378865,-0.511509699,0
0.995773331,1.517167232,1.373939484,-1.36810626,1.870888134,-1.287673326,0.804240929,0.766801225,1
-0.748168508,-1.04844228,-0.928877137,1.27539906,-0.470188055,1.683513645,-0.522391261,-0.676453044,1
-0.05226864,-0.787532838,-0.518786506,0.434283731,-0.177553531,0.197920159,-0.886564803,-0.181623009,1
-0.05226864,0.038680395,1.216212318,-0.887468929,-0.616505317,-0.863218045,0.257980615,0.972980406,0
-0.05226864,-0.67882057,-0.487241072,1.035080394,-1.055457102,0.834603082,-0.808527616,0.230735353,0
0.647823396,1.604137046,2.194120746,-1.488265593,0.992984563,-2.030470069,2.052835931,2.416234675,0
1.695865367,1.386712511,0.900757986,-0.647150264,-0.470188055,-1.181559506,1.116389679,0.395678698,0
1.347915433,-0.374426222,-1.181240602,1.756036391,-0.616505317,1.789627465,-1.901048242,-0.552745535,0
-1.796210479,-1.439806442,0.017485858,-0.647150264,-1.640726149,-0.757104224,0.257980615,0.230735353,0
0.995773331,0.125650209,0.679939954,-0.887468929,-0.470188055,-0.438762763,0.9863277,-0.016679664,0
0.647823396,0.364817197,-0.171786741,-0.166512933,0.992984563,0.30403398,-0.262267302,-0.635217208,1
0.995773331,1.604137046,2.320302479,-1.728584259,0.261398254,-1.181559506,1.012340096,1.014216242,0
-2.148352581,-0.352683768,-0.36105934,-0.286672266,0.992984563,0.197920159,-0.132205323,0.60185788,0
-1.796210479,-0.570108303,-0.96042257,-0.0463536,0.407715516,-0.120421302,-0.808527616,-0.552745535,1
-1.100310611,-0.483138489,-0.802695404,0.674602396,0.407715516,0.622375441,-0.366316886,-0.38780219,1
-0.05226864,-0.157001687,0.143667591,0.314124398,1.139301825,-0.226535122,-0.184230115,-0.429038027,0
-0.748168508,-0.874502652,-0.897331703,1.756036391,-0.323870793,2.001855106,-1.09466397,-1.130047243,0
-0.05226864,0.25610493,-0.108695875,1.27539906,0.992984563,1.152944543,-0.288279698,0.93174457,0
0.995773331,1.669364406,1.468575783,-0.647150264,0.115080992,-1.393787147,1.558600409,1.673989623,0
-0.05226864,-0.570108303,-0.897331703,0.674602396,0.115080992,0.4101478,-0.080180531,-0.758924717,1
0.995773331,1.669364406,1.594757516,-1.127787595,0.407715516,-1.924356249,2.026823535,1.426574605,1
-0.05226864,-0.200486594,0.806121687,-1.127787595,0.70035004,-1.287673326,0.257980615,1.632753786,0
0.995773331,1.430197418,1.090030585,-0.0463536,1.431936349,-0.438762763,0.596141762,0.189499517,1
-0.05226864,-0.396168675,-0.739604538,3.197948384,0.70035004,1.895741286,-0.444354073,-0.264094682,0
-0.748168508,-0.396168675,-1.118149736,0.674602396,-0.177553531,0.728489261,-0.314292094,-0.305330518,0
0.299873462,0.386559651,-0.26642304,-1.007628262,0.846667301,0.197920159,0.466079782,0.27197119,1
-1.100310611,-0.61359321,-0.739604538,0.314124398,0.115080992,0.4101478,-0.834540011,-0.470273863,0
-1.100310611,-1.135412094,-0.928877137,0.434283731,-0.031236269,0.834603082,-0.21024251,-0.717688881,0
-1.100310611,-0.657078117,-0.613422805,-0.526990931,-0.90913984,-0.120421302,0.283993011,-0.264094682,1
1.347915433,1.75633422,0.774576254,-0.166512933,2.456157181,-1.075445685,1.168414471,0.890508734,1
0.647823396,1.125803069,1.43703035,-1.247946928,0.846667301,-1.393787147,0.752216137,1.509046278,0
0.299873462,1.299742697,1.121576019,-1.36810626,0.261398254,-0.332648943,1.116389679,0.890508734,0
0.299873462,-0.67882057,-0.581877372,0.434283731,-0.323870793,0.622375441,-0.132205323,-0.140387173,1
-1.796210479,-0.591850756,-0.487241072,0.554443063,0.407715516,-0.120421302,-0.288279698,-0.181623009,0
1.695865367,0.082165302,-0.550331939,0.434283731,-0.470188055,0.30403398,-0.78251522,-0.140387173,1
-2.496302515,-0.831017745,-0.297968473,-1.247946928,0.554032778,-0.438762763,0.310005407,0.849272897,0
-1.100310611,-1.222381908,-0.991968003,0.434283731,-1.055457102,0.834603082,-0.834540011,-1.294990588,0
-1.100310611,-0.961472466,-0.86578627,0.314124398,-0.90913984,0.516261621,-0.496378865,-0.965103898,0
0.995773331,0.147392662,0.206758457,-0.526990931,0.261398254,-0.332648943,0.023869052,0.395678698,0
-0.748168508,-0.61359321,-0.644968238,1.155239727,0.115080992,0.728489261,-0.366316886,-1.212518916,0
-0.05226864,-0.852760198,-0.771149971,-0.0463536,-1.348091626,-0.014307481,-0.548403657,-0.800160553,0
-1.100310611,-0.461396035,-0.297968473,0.434283731,0.554032778,-0.438762763,-0.21024251,-0.222858845,0
2.043815301,1.408454965,1.594757516,-2.20922159,-1.055457102,-1.818242428,1.922773951,1.673989623,0
-0.05226864,-0.939730012,-0.518786506,0.554443063,-1.201774364,0.197920159,-0.626440844,-0.676453044,0
0.995773331,0.234362476,-0.108695875,0.674602396,-0.031236269,0.728489261,0.231968219,-0.0579155,0
0.995773331,1.495424779,1.090030585,-0.767309597,0.407715516,-0.969331865,0.179943428,0.808037061,1
-0.748168508,-0.961472466,-0.928877137,0.434283731,-1.787043411,0.30403398,-1.276750741,-1.171283079,0
-1.100310611,-0.809275291,-0.897331703,0.314124398,-0.616505317,0.516261621,-0.65245324,-0.38780219,1
2.043815301,1.669364406,1.689393815,-0.887468929,0.70035004,-0.544876583,0.440067386,0.60185788,1
-0.05226864,0.908378534,1.216212318,-1.728584259,-0.323870793,-1.924356249,1.636637597,1.756461295,0
-0.05226864,1.473682325,1.342394051,-0.526990931,2.456157181,-1.181559506,0.310005407,0.27197119,0
1.695865367,0.82140872,0.995394286,-1.127787595,0.261398254,-0.438762763,0.648166553,0.436914535,1
1.347915433,-0.417911128,-0.329513907,-0.526990931,-1.201774364,-0.120421302,-0.366316886,-0.305330518,0
-2.496302515,-0.896245105,-0.550331939,0.674602396,-0.323870793,-0.014307481,-0.054168135,-0.222858845,0
0.299873462,0.212620023,-0.108695875,1.035080394,1.431936349,0.091806339,-0.808527616,-0.099151337,0
-0.748168508,-1.091927187,-0.991968003,0.554443063,-0.90913984,0.728489261,-0.860552407,-1.336226424,0
0.299873462,-0.483138489,-0.203332174,-0.286672266,-0.616505317,-0.226535122,1.168414471,0.230735353,0
-1.448260545,-1.157154547,-0.86578627,1.876195724,-0.762822578,0.940716902,-0.158217719,0.065792008,0
-1.100310611,-0.461396035,0.049031291,-0.286672266,-0.177553531,-0.226535122,0.518104574,0.478150371,0
0.299873462,-0.787532838,-0.26642304,-0.887468929,-1.055457102,-0.226535122,-0.470366469,-0.346566354,0
-1.100310611,-0.983214919,-0.897331703,1.756036391,-0.762822578,1.471286004,-1.016626783,-1.83105646,0
-0.05226864,-1.157154547,-0.36105934,-1.007628262,-1.933360673,0.197920159,0.075893844,-0.222858845,0
0.299873462,-0.67882057,-0.897331703,1.996355056,-0.470188055,1.895741286,-0.678465636,-0.429038027,1
0.299873462,1.430197418,1.090030585,-0.286672266,0.846667301,-0.757104224,0.362030199,0.725565389,0
-0.05226864,1.865046488,1.594757516,-1.608424926,2.456157181,-1.606014787,2.521059056,1.509046278,0
-1.448260545,-0.417911128,-0.36105934,-0.166512933,-0.90913984,0.091806339,-0.548403657,-0.38780219,0
-1.100310611,-0.765790384,-1.212786035,1.035080394,-0.323870793,1.259058363,-0.860552407,-1.047575571,1
0.995773331,0.082165302,-0.329513907,1.035080394,0.992984563,0.728489261,-0.080180531,-0.305330518,0
0.995773331,1.625879499,1.53166665,-0.767309597,1.139301825,-1.075445685,1.29847645,0.93174457,0
0.299873462,0.147392662,-0.518786506,0.193965065,0.407715516,0.30403398,-0.392329282,0.436914535,0
0.647823396,1.451939872,1.720939249,-0.526990931,0.992984563,-1.181559506,0.310005407,0.107027845,1
0.299873462,1.408454965,1.026939719,-1.007628262,1.578253611,-1.499900967,0.362030199,0.354442862,0
1.347915433,1.604137046,1.184666885,-1.247946928,0.554032778,-1.287673326,1.662649993,1.26163126,0
-1.100310611,-1.004957373,-0.550331939,0.193965065,-1.055457102,0.516261621,0.283993011,-0.264094682,1
-0.05226864,-0.961472466,-1.181240602,1.635877058,-0.177553531,0.728489261,-0.964601991,-0.758924717,1
-0.05226864,-1.070184733,-1.023513436,0.554443063,-0.177553531,0.940716902,-1.198713554,-0.717688881,1
-0.748168508,-0.961472466,-0.581877372,0.073805732,-1.055457102,0.728489261,0.9863277,0.024556172,1
-0.748168508,-0.700563024,-0.834240837,0.073805732,-0.616505317,0.4101478,-0.392329282,-0.511509699,0
-0.05226864,-0.722305477,-0.26642304,0.073805732,-0.90913984,0.091806339,0.023869052,-0.181623009,0
-0.05226864,-0.11351678,-0.329513907,-0.286672266,0.70035004,-0.438762763,0.127918636,-0.676453044,0
0.995773331,0.517014372,-0.045605008,-0.286672266,0.407715516,0.4101478,-0.262267302,0.808037061,1
0.299873462,0.277847383,-0.424150206,-0.767309597,0.992984563,1.152944543,-0.002143343,-0.429038027,1
1.347915433,0.451787011,-1.275876901,1.515717725,0.261398254,1.895741286,-1.146688762,-0.965103898,1
-0.05226864,-0.67882057,-0.140241308,0.554443063,-1.055457102,0.4101478,-0.860552407,-0.841396389,0
-0.748168508,-1.178897001,-0.739604538,0.073805732,-1.348091626,0.091806339,-0.65245324,-0.305330518,0
0.647823396,0.212620023,-1.181240602,0.193965065,-0.031236269,1.046830723,-0.990614387,-0.181623009,1
-2.496302515,-0.896245105,-0.550331939,-0.767309597,-0.031236269,0.091806339,-0.626440844,-0.38780219,0
0.995773331,-0.048289419,0.143667591,-1.127787595,-0.031236269,-0.650990404,0.10190624,-0.0579155,0
-0.05226864,-0.744047931,-0.203332174,1.515717725,-1.787043411,0.834603082,-0.34030449,0.107027845,0
-1.448260545,-1.135412094,-0.613422805,-0.526990931,-0.762822578,0.4101478,-0.184230115,-0.429038027,0
-0.05226864,-0.765790384,-0.36105934,0.554443063,-0.177553531,0.30403398,0.336017803,-0.0579155,0
-0.05226864,-0.700563024,-0.86578627,1.515717725,-0.616505317,1.259058363,-0.964601991,-1.418698097,0
1.347915433,0.190877569,-1.023513436,0.073805732,0.407715516,1.365172184,-0.392329282,-0.593981372,1
-0.05226864,0.016937941,0.648394521,-0.166512933,-1.055457102,-0.544876583,0.518104574,0.230735353,0
-0.05226864,0.690953999,0.93230342,-0.767309597,1.139301825,-1.606014787,0.466079782,0.354442862,0
-0.05226864,-0.700563024,-0.739604538,0.794761729,-0.470188055,1.259058363,-0.626440844,-0.965103898,1
-0.05226864,-1.091927187,-0.928877137,0.674602396,-1.055457102,1.046830723,-0.704478032,-1.583641442,0
1.347915433,1.408454965,1.247757751,-0.286672266,0.70035004,-0.438762763,-0.002143343,0.519386207,1
-1.100310611,-0.483138489,-0.518786506,0.073805732,0.554032778,0.091806339,-0.21024251,0.230735353,0
-0.05226864,-0.11351678,0.900757986,-0.526990931,-0.616505317,-0.969331865,0.127918636,0.395678698,0
0.299873462,0.32133229,-0.581877372,0.554443063,0.846667301,1.259058363,0.622154158,-0.016679664,0
-0.05226864,-0.004804512,0.017485858,-0.286672266,0.407715516,-0.544876583,0.362030199,-0.593981372,0
0.647823396,-0.004804512,-0.518786506,1.035080394,0.407715516,0.091806339,-0.704478032,-0.758924717,0
-0.748168508,-1.091927187,-1.181240602,0.914921062,-0.616505317,0.728489261,-0.990614387,-0.635217208,1
-0.748168508,-0.939730012,-1.118149736,2.356833055,-1.494408887,1.789627465,-1.120676366,-1.501169769,1
-1.448260545,-0.526623396,-0.771149971,-0.0463536,-0.031236269,0.516261621,-0.522391261,-0.552745535,1
-0.05226864,-0.461396035,-0.802695404,0.193965065,0.70035004,0.4101478,-0.054168135,0.725565389,0
-1.100310611,-1.222381908,-0.708059105,0.794761729,-1.640726149,1.152944543,-0.574416053,-0.717688881,0
-1.100310611,-1.287609268,-0.297968473,-0.166512933,-1.494408887,-0.226535122,-0.496378865,-0.016679664,0
0.995773331,1.386712511,0.869212553,-0.647150264,0.407715516,-1.181559506,1.272464054,0.808037061,0
0.299873462,0.669211546,-0.140241308,0.914921062,0.554032778,-0.014307481,0.310005407,0.148263681,0
1.695865367,1.778076674,2.446484211,-1.488265593,0.992984563,-2.030470069,0.934302908,1.014216242,0
0.299873462,1.647621953,2.856574842,-2.329380922,0.992984563,-3.303835914,3.223393745,3.818253108,0
-0.05226864,-0.243971501,-0.329513907,-0.526990931,-0.177553531,0.30403398,-0.34030449,0.519386207,0
0.995773331,2.060728569,1.153121452,-1.247946928,1.578253611,-0.757104224,1.272464054,0.972980406,1
0.647823396,1.473682325,1.342394051,-1.728584259,0.554032778,-0.863218045,1.142402075,1.550282114,1
-0.05226864,-0.439653582,-0.014059575,0.674602396,-0.616505317,0.728489261,-0.314292094,-0.346566354,1
0.647823396,1.799819127,2.288757045,-2.20922159,0.115080992,-2.454925351,2.417009473,2.374998839,0
0.995773331,1.473682325,0.459121922,-0.0463536,2.017205396,-0.438762763,0.54411697,0.024556172,1
0.995773331,2.038986116,1.026939719,-1.007628262,1.139301825,-0.757104224,1.662649993,1.509046278,1
-1.100310611,-0.048289419,0.23830389,-0.647150264,0.115080992,0.30403398,0.830253325,0.766801225,0
0.299873462,0.016937941,0.080576724,-0.767309597,0.407715516,-0.650990404,0.179943428,-0.593981372,0
1.347915433,1.495424779,1.657848382,-1.007628262,0.70035004,-0.332648943,1.792711972,1.509046278,0
1.347915433,1.495424779,1.657848382,-1.007628262,0.70035004,-0.332648943,1.792711972,1.509046278,0
0.647823396,-0.744047931,-0.802695404,0.314124398,-1.201774364,0.30403398,-1.66693668,-1.995999805,1
-0.748168508,-0.744047931,-1.118149736,2.116514389,-0.762822578,1.259058363,-0.808527616,-1.294990588,1
-0.748168508,-0.11351678,-0.392604773,-0.406831598,-0.616505317,-0.438762763,-0.470366469,-1.212518916,1
-0.05226864,0.908378534,0.679939954,-0.166512933,0.554032778,-0.650990404,-0.236254906,0.189499517,0
-0.05226864,-0.67882057,-0.644968238,0.314124398,-0.616505317,1.152944543,-0.496378865,-0.593981372,0
-0.05226864,-0.917987559,-1.433604067,1.27539906,-0.762822578,1.259058363,-0.808527616,-0.346566354,1
0.299873462,0.125650209,0.616849088,-0.647150264,0.407715516,-0.438762763,-0.184230115,-0.429038027,0
0.647823396,0.234362476,-0.518786506,-0.406831598,-0.470188055,0.30403398,-1.068651574,-0.511509699,0
-0.05226864,-0.917987559,-0.802695404,0.914921062,-0.470188055,0.728489261,-0.808527616,-1.294990588,0
-0.748168508,-0.917987559,-0.708059105,-0.647150264,-0.762822578,0.30403398,0.179943428,-0.181623009,0
-1.100310611,-1.135412094,-0.455695639,0.434283731,-1.201774364,0.091806339,0.257980615,0.560622044,0
0.299873462,1.19103043,0.427576489,-0.647150264,2.163522658,-0.757104224,1.220439263,1.26163126,0
0.647823396,1.125803069,2.604211377,-2.930177586,1.870888134,-2.454925351,2.052835931,2.086347985,0
0.299873462,-1.070184733,-0.708059105,0.073805732,-1.055457102,1.152944543,-1.09466397,-0.758924717,1
0.299873462,-0.635335663,-1.023513436,-0.166512933,-0.616505317,1.046830723,-0.704478032,0.354442862,0
-0.748168508,-1.091927187,-1.023513436,1.035080394,-1.348091626,0.622375441,-0.860552407,-0.38780219,0
-0.05226864,-0.157001687,0.743030821,-0.526990931,-0.177553531,-0.757104224,1.558600409,2.127583821,0
-0.05226864,-0.831017745,-0.045605008,0.554443063,0.261398254,1.046830723,-0.756502824,-0.882632226,0
-0.05226864,1.299742697,0.648394521,-0.286672266,3.041426229,-1.181559506,-0.184230115,0.189499517,1
-0.748168508,-0.939730012,-1.181240602,1.515717725,-1.494408887,2.107968927,-1.016626783,-0.800160553,1
0.299873462,0.125650209,-0.802695404,1.395558393,0.70035004,1.259058363,-0.834540011,-0.676453044,1
1.347915433,0.495271918,-0.234877607,0.434283731,0.407715516,-0.014307481,-0.236254906,-0.346566354,1
-2.148352581,-0.917987559,-0.518786506,1.27539906,0.115080992,0.728489261,-0.054168135,0.313207026,0
-0.05226864,-0.11351678,-0.455695639,-0.406831598,0.261398254,-0.120421302,-0.496378865,-0.593981372,0
0.299873462,1.495424779,0.743030821,-0.767309597,1.578253611,-1.181559506,1.376513638,1.797697131,1
1.347915433,1.625879499,1.405484917,-1.728584259,2.456157181,-2.34881153,2.547071452,1.838932968,0
-0.05226864,-0.809275291,-0.581877372,-0.0463536,-0.90913984,0.091806339,-0.34030449,-0.511509699,0
-0.05226864,-1.004957373,-0.455695639,-0.406831598,-1.787043411,0.4101478,-0.366316886,-0.346566354,0
0.995773331,1.560652139,0.900757986,-0.286672266,2.456157181,-1.075445685,1.038352492,1.055452079,1
1.695865367,1.517167232,2.225666179,-1.728584259,0.554032778,-1.181559506,1.038352492,1.962640476,0
-1.448260545,-1.004957373,-0.928877137,0.554443063,-0.470188055,0.197920159,-0.34030449,-0.429038027,0
-0.748168508,-0.917987559,-0.897331703,-0.0463536,-1.201774364,-0.438762763,-0.78251522,-0.800160553,1
-2.148352581,-1.265866815,-0.487241072,1.035080394,-0.323870793,1.152944543,-0.548403657,-1.418698097,0
0.995773331,0.495271918,0.364485623,-0.286672266,0.115080992,-0.226535122,-0.78251522,-0.758924717,1
-0.05226864,-0.874502652,-0.928877137,1.27539906,-0.90913984,0.091806339,-1.588899492,-1.542405606,0
0.299873462,0.038680395,-0.581877372,1.515717725,0.115080992,0.622375441,-0.834540011,-0.264094682,1
0.299873462,-0.461396035,1.058485152,-0.647150264,-2.225995197,-0.120421302,2.208910306,1.055452079,0
-1.796210479,-0.744047931,-0.581877372,0.434283731,0.407715516,0.940716902,-0.158217719,-0.38780219,0
-0.05226864,-0.461396035,-0.329513907,0.314124398,-0.031236269,-0.438762763,-1.172701158,-0.470273863,0
-0.748168508,-0.852760198,-0.739604538,0.674602396,-1.201774364,0.4101478,-0.470366469,-1.088811407,1
