"rules","support","confidence","coverage","lift","count","oddsRatio","oddsRatio.LL","oddsRatio.UL","lhs","rhs"
"{InkPen} => {DogFood}",0.0531914893617021,0.666666666666667,0.0797872340425532,1.81642512077295,10,3.67379679144385,1.24991223146963,10.7981844844848,"{InkPen}","{DogFood}"
"{DogFood} => {InkPen}",0.0531914893617021,0.144927536231884,0.367021276595745,1.81642512077295,10,3.67379679144385,1.24991223146963,10.7981844844848,"{DogFood}","{InkPen}"
"{Antacid} => {Cookies}",0.180851063829787,0.829268292682927,0.218085106382979,1.34398654331371,34,3.65212121212121,1.5552528414507,8.57609064747595,"{Antacid}","{Cookies}"
"{Cookies} => {Antacid}",0.180851063829787,0.293103448275862,0.617021276595745,1.34398654331371,34,3.65212121212121,1.5552528414507,8.57609064747595,"{Cookies}","{Antacid}"
"{ToothPaste} => {Diapers}",0.0319148936170213,0.857142857142857,0.0372340425531915,1.478374836173,6,3.2866344605475,0.543576324541711,19.8720319292153,"{ToothPaste}","{Diapers}"
"{DogFood} => {Chips}",0.297872340425532,0.811594202898551,0.367021276595745,1.23048153342684,56,3.14652608813193,1.57013722571323,6.30558034110521,"{DogFood}","{Chips}"
"{Chips} => {DogFood}",0.297872340425532,0.451612903225806,0.659574468085106,1.23048153342684,56,3.14652608813193,1.57013722571323,6.30558034110521,"{Chips}","{DogFood}"
"{InkPen} => {CatFood}",0.0478723404255319,0.6,0.0797872340425532,1.7625,9,3.12058212058212,1.09488175530258,8.89414105599523,"{InkPen}","{CatFood}"
"{CatFood} => {InkPen}",0.0478723404255319,0.140625,0.340425531914894,1.7625,9,3.12058212058212,1.09488175530258,8.89414105599523,"{CatFood}","{InkPen}"
"{Ammunition} => {Chips}",0.0425531914893617,0.888888888888889,0.0478723404255319,1.34767025089606,8,3.08869814020029,0.53007204319652,17.997659608205,"{Ammunition}","{Chips}"
"{InkPen} => {Soap}",0.0265957446808511,0.333333333333333,0.0797872340425532,2.08888888888889,5,3.05042016806723,1.00136189867524,9.29240788376458,"{InkPen}","{Soap}"
"{Soap} => {InkPen}",0.0265957446808511,0.166666666666667,0.159574468085106,2.08888888888889,5,3.05042016806723,1.00136189867524,9.29240788376458,"{Soap}","{InkPen}"
"{HamburgerBuns} => {Milk}",0.345744680851064,0.738636363636364,0.468085106382979,1.2288817377313,65,3.0171090151349,1.63614484668589,5.56365582646722,"{HamburgerBuns}","{Milk}"
"{Milk} => {HamburgerBuns}",0.345744680851064,0.575221238938053,0.601063829787234,1.2288817377313,65,3.0171090151349,1.63614484668589,5.56365582646722,"{Milk}","{HamburgerBuns}"
"{Soap} => {Antacid}",0.0638297872340425,0.4,0.159574468085106,1.83414634146341,12,2.96610169491525,1.30442002169067,6.74457545750969,"{Soap}","{Antacid}"
"{Antacid} => {Soap}",0.0638297872340425,0.292682926829268,0.218085106382979,1.83414634146341,12,2.96610169491525,1.30442002169067,6.74457545750969,"{Antacid}","{Soap}"
"{InkPen} => {LaundryDetergent}",0.0372340425531915,0.466666666666667,0.0797872340425532,1.86666666666667,7,2.90849673202614,1.02498772163488,8.25312641473782,"{InkPen}","{LaundryDetergent}"
"{LaundryDetergent} => {InkPen}",0.0372340425531915,0.148936170212766,0.25,1.86666666666667,7,2.90849673202614,1.02498772163488,8.25312641473782,"{LaundryDetergent}","{InkPen}"
"{CatFood} => {DogFood}",0.180851063829787,0.53125,0.340425531914894,1.44746376811594,34,2.85176633571923,1.52913011093774,5.31842985457542,"{CatFood}","{DogFood}"
"{DogFood} => {CatFood}",0.180851063829787,0.492753623188406,0.367021276595745,1.44746376811594,34,2.85176633571923,1.52913011093774,5.31842985457542,"{DogFood}","{CatFood}"
"{Antacid} => {Candy}",0.148936170212766,0.682926829268293,0.218085106382979,1.4108818011257,28,2.8092738407699,1.36090820235812,5.79908292033156,"{Antacid}","{Candy}"
"{Candy} => {Antacid}",0.148936170212766,0.307692307692308,0.484042553191489,1.4108818011257,28,2.8092738407699,1.36090820235812,5.79908292033156,"{Candy}","{Antacid}"
"{Antacid} => {Milk}",0.170212765957447,0.780487804878049,0.218085106382979,1.29851068422189,32,2.79141104294479,1.26417688901847,6.16367509828783,"{Antacid}","{Milk}"
"{Milk} => {Antacid}",0.170212765957447,0.283185840707965,0.601063829787234,1.29851068422189,32,2.79141104294479,1.26417688901847,6.16367509828783,"{Milk}","{Antacid}"
"{Candy} => {Milk}",0.351063829787234,0.725274725274725,0.484042553191489,1.20665175532432,66,2.77254901960784,1.5148595157355,5.07441646322971,"{Candy}","{Milk}"
"{Milk} => {Candy}",0.351063829787234,0.584070796460177,0.601063829787234,1.20665175532432,66,2.77254901960784,1.5148595157355,5.07441646322971,"{Milk}","{Candy}"
"{InkPen} => {Antacid}",0.0319148936170213,0.4,0.0797872340425532,1.83414634146341,6,2.66938472942921,0.921474883781891,7.73283673719364,"{InkPen}","{Antacid}"
"{Antacid} => {InkPen}",0.0319148936170213,0.146341463414634,0.218085106382979,1.83414634146341,6,2.66938472942921,0.921474883781891,7.73283673719364,"{Antacid}","{InkPen}"
"{Antacid} => {HamburgerBuns}",0.143617021276596,0.658536585365854,0.218085106382979,1.40687361419069,27,2.66750770955985,1.30468170665129,5.45389526371514,"{Antacid}","{HamburgerBuns}"
"{HamburgerBuns} => {Antacid}",0.143617021276596,0.306818181818182,0.468085106382979,1.40687361419069,27,2.66750770955985,1.30468170665129,5.45389526371514,"{HamburgerBuns}","{Antacid}"
"{ToothPaste} => {HamburgerBuns}",0.0265957446808511,0.714285714285714,0.0372340425531915,1.52597402597403,5,2.59520958083832,0.565808808779206,11.9035134553786,"{ToothPaste}","{HamburgerBuns}"
"{LaundryDetergent} => {Diapers}",0.186170212765957,0.74468085106383,0.25,1.28440366972477,35,2.57315436241611,1.24763994495071,5.30691839389819,"{LaundryDetergent}","{Diapers}"
"{Diapers} => {LaundryDetergent}",0.186170212765957,0.321100917431193,0.579787234042553,1.28440366972477,35,2.57315436241611,1.24763994495071,5.30691839389819,"{Diapers}","{LaundryDetergent}"
"{Softdrink} => {Milk}",0.356382978723404,0.712765957446808,0.5,1.1858407079646,67,2.56011730205279,1.40687857772741,4.65868249330893,"{Softdrink}","{Milk}"
"{Milk} => {Softdrink}",0.356382978723404,0.592920353982301,0.601063829787234,1.1858407079646,67,2.56011730205279,1.40687857772741,4.65868249330893,"{Milk}","{Softdrink}"
"{LightBulb} => {Cookies}",0.0851063829787234,0.8,0.106382978723404,1.29655172413793,16,2.49917081260365,0.843094406333033,7.40825072928166,"{LightBulb}","{Cookies}"
"{Cookies} => {LightBulb}",0.0851063829787234,0.137931034482759,0.617021276595745,1.29655172413793,16,2.49917081260365,0.843094406333033,7.40825072928166,"{Cookies}","{LightBulb}"
"{DogFood} => {HamburgerBuns}",0.223404255319149,0.608695652173913,0.367021276595745,1.300395256917,42,2.44281524926686,1.33514166120944,4.46944808586467,"{DogFood}","{HamburgerBuns}"
"{HamburgerBuns} => {DogFood}",0.223404255319149,0.477272727272727,0.468085106382979,1.300395256917,42,2.44281524926686,1.33514166120944,4.46944808586467,"{HamburgerBuns}","{DogFood}"
"{Antacid} => {LaundryDetergent}",0.0851063829787234,0.390243902439024,0.218085106382979,1.5609756097561,16,2.39309056956116,1.1489375838215,4.98450268732115,"{Antacid}","{LaundryDetergent}"
"{LaundryDetergent} => {Antacid}",0.0851063829787234,0.340425531914894,0.25,1.5609756097561,16,2.39309056956116,1.1489375838215,4.98450268732115,"{LaundryDetergent}","{Antacid}"
"{CatFood} => {Softdrink}",0.218085106382979,0.640625,0.340425531914894,1.28125,41,2.36011135414595,1.2725240151396,4.37722631376634,"{CatFood}","{Softdrink}"
"{Softdrink} => {CatFood}",0.218085106382979,0.436170212765957,0.5,1.28125,41,2.36011135414595,1.2725240151396,4.37722631376634,"{Softdrink}","{CatFood}"
"{LaundryDetergent} => {CatFood}",0.122340425531915,0.48936170212766,0.25,1.4375,23,2.32284238996804,1.18671567384378,4.54666344058305,"{LaundryDetergent}","{CatFood}"
"{CatFood} => {LaundryDetergent}",0.122340425531915,0.359375,0.340425531914894,1.4375,23,2.32284238996804,1.18671567384378,4.54666344058305,"{CatFood}","{LaundryDetergent}"
"{InkPen} => {HamburgerBuns}",0.0531914893617021,0.666666666666667,0.0797872340425532,1.42424242424242,10,2.32252460914881,0.793471134227423,6.79813080453635,"{InkPen}","{HamburgerBuns}"
"{HamburgerBuns} => {InkPen}",0.0531914893617021,0.113636363636364,0.468085106382979,1.42424242424242,10,2.32252460914881,0.793471134227423,6.79813080453635,"{HamburgerBuns}","{InkPen}"
"{ToothPaste} => {Chips}",0.0319148936170213,0.857142857142857,0.0372340425531915,1.29953917050691,6,2.32208157524613,0.383317844052103,14.0668192878718,"{ToothPaste}","{Chips}"
"{LightBulb} => {DogFood}",0.0585106382978723,0.55,0.106382978723404,1.49855072463768,11,2.28654970760234,0.914996570121817,5.71402094396952,"{LightBulb}","{DogFood}"
"{DogFood} => {LightBulb}",0.0585106382978723,0.159420289855072,0.367021276595745,1.49855072463768,11,2.28654970760234,0.914996570121818,5.71402094396952,"{DogFood}","{LightBulb}"
"{Antacid} => {Diapers}",0.159574468085106,0.731707317073171,0.218085106382979,1.26202729917207,30,2.28520645337708,1.07809748311104,4.84387415457719,"{Antacid}","{Diapers}"
"{Diapers} => {Antacid}",0.159574468085106,0.275229357798165,0.579787234042553,1.26202729917207,30,2.28520645337708,1.07809748311104,4.84387415457719,"{Diapers}","{Antacid}"
"{ToothPaste} => {Softdrink}",0.0265957446808511,0.714285714285714,0.0372340425531915,1.42857142857143,5,2.27374301675978,0.495812758183652,10.4271364964531,"{ToothPaste}","{Softdrink}"
"{HamburgerBuns} => {Bread}",0.329787234042553,0.704545454545455,0.468085106382979,1.17216411906677,62,2.26689869939549,1.24553255585817,4.12580922847121,"{HamburgerBuns}","{Bread}"
"{Bread} => {HamburgerBuns}",0.329787234042553,0.548672566371681,0.601063829787234,1.17216411906677,62,2.26689869939549,1.24553255585817,4.12580922847121,"{Bread}","{HamburgerBuns}"
"{Antacid} => {Softdrink}",0.143617021276596,0.658536585365854,0.218085106382979,1.31707317073171,27,2.26181353767561,1.10799351298714,4.617175479142,"{Antacid}","{Softdrink}"
"{Softdrink} => {Antacid}",0.143617021276596,0.287234042553192,0.5,1.31707317073171,27,2.26181353767561,1.10799351298714,4.617175479142,"{Softdrink}","{Antacid}"
"{Candy} => {HamburgerBuns}",0.276595744680851,0.571428571428571,0.484042553191489,1.22077922077922,52,2.23946592682504,1.25200607010002,4.00573747778211,"{Candy}","{HamburgerBuns}"
"{HamburgerBuns} => {Candy}",0.276595744680851,0.590909090909091,0.468085106382979,1.22077922077922,52,2.23946592682504,1.25200607010002,4.00573747778211,"{HamburgerBuns}","{Candy}"
"{LightBulb} => {LaundryDetergent}",0.0425531914893617,0.4,0.106382978723404,1.6,8,2.22936708860759,0.869664534515947,5.71493652840867,"{LightBulb}","{LaundryDetergent}"
"{LaundryDetergent} => {LightBulb}",0.0425531914893617,0.170212765957447,0.25,1.6,8,2.22936708860759,0.869664534515947,5.71493652840867,"{LaundryDetergent}","{LightBulb}"
"{Diapers} => {Cookies}",0.404255319148936,0.697247706422018,0.579787234042553,1.13002214489086,76,2.22719734660033,1.22538960552347,4.04802521446599,"{Diapers}","{Cookies}"
"{Cookies} => {Diapers}",0.404255319148936,0.655172413793103,0.617021276595745,1.13002214489086,76,2.22719734660033,1.22538960552347,4.04802521446599,"{Cookies}","{Diapers}"
"{LightBulb} => {Diapers}",0.0797872340425532,0.75,0.106382978723404,1.29357798165138,15,2.22174122174122,0.801896807960937,6.15557264648026,"{LightBulb}","{Diapers}"
"{Diapers} => {LightBulb}",0.0797872340425532,0.137614678899083,0.579787234042553,1.29357798165138,15,2.22174122174122,0.801896807960937,6.15557264648026,"{Diapers}","{LightBulb}"
"{HamburgerBuns} => {Cookies}",0.335106382978723,0.715909090909091,0.468085106382979,1.16026645768025,63,2.21092175187832,1.20953665845874,4.04136158978222,"{HamburgerBuns}","{Cookies}"
"{Cookies} => {HamburgerBuns}",0.335106382978723,0.543103448275862,0.617021276595745,1.16026645768025,63,2.21092175187832,1.20953665845874,4.04136158978222,"{Cookies}","{HamburgerBuns}"
"{Ammunition} => {HamburgerBuns}",0.0319148936170213,0.666666666666667,0.0478723404255319,1.42424242424242,6,2.19480519480519,0.579252773242394,8.31617916333752,"{Ammunition}","{HamburgerBuns}"
"{Soap} => {Chips}",0.127659574468085,0.8,0.159574468085106,1.21290322580645,24,2.19402985074627,0.871862376077352,5.52124637792446,"{Soap}","{Chips}"
"{Chips} => {Soap}",0.127659574468085,0.193548387096774,0.659574468085106,1.21290322580645,24,2.19402985074627,0.871862376077352,5.52124637792446,"{Chips}","{Soap}"
"{Soap} => {HamburgerBuns}",0.101063829787234,0.633333333333333,0.159574468085106,1.3530303030303,19,2.1836096340319,0.987812786405685,4.82697845123734,"{Soap}","{HamburgerBuns}"
"{HamburgerBuns} => {Soap}",0.101063829787234,0.215909090909091,0.468085106382979,1.3530303030303,19,2.1836096340319,0.987812786405685,4.82697845123734,"{HamburgerBuns}","{Soap}"
"{InkPen} => {Candy}",0.0531914893617021,0.666666666666667,0.0797872340425532,1.37728937728938,10,2.16675962074735,0.740426552845733,6.34073323823568,"{InkPen}","{Candy}"
"{Candy} => {InkPen}",0.0531914893617021,0.10989010989011,0.484042553191489,1.37728937728938,10,2.16675962074735,0.740426552845733,6.34073323823568,"{Candy}","{InkPen}"
"{Milk} => {Cookies}",0.414893617021277,0.690265486725664,0.601063829787234,1.11870613365883,78,2.15383208340955,1.18267608199728,3.92245409722844,"{Milk}","{Cookies}"
"{Cookies} => {Milk}",0.414893617021277,0.672413793103448,0.617021276595745,1.11870613365883,78,2.15383208340955,1.18267608199728,3.92245409722844,"{Cookies}","{Milk}"
"{Diapers} => {Bread}",0.393617021276596,0.678899082568807,0.579787234042553,1.12949581878704,74,2.15172044927795,1.18895662215033,3.89408730780043,"{Diapers}","{Bread}"
"{Bread} => {Diapers}",0.393617021276596,0.654867256637168,0.601063829787234,1.12949581878704,74,2.15172044927795,1.18895662215033,3.89408730780043,"{Bread}","{Diapers}"
"{Cookies} => {Chips}",0.446808510638298,0.724137931034483,0.617021276595745,1.09788654060067,84,2.08641975308642,1.12939606180119,3.85440283820956,"{Cookies}","{Chips}"
"{Chips} => {Cookies}",0.446808510638298,0.67741935483871,0.659574468085106,1.09788654060067,84,2.08641975308642,1.12939606180119,3.85440283820956,"{Chips}","{Cookies}"
"{Ammunition} => {Bread}",0.0372340425531915,0.777777777777778,0.0478723404255319,1.29400196656834,7,2.07042253521127,0.479920879506198,8.93199203735685,"{Ammunition}","{Bread}"
"{Ammunition} => {Candy}",0.0319148936170213,0.666666666666667,0.0478723404255319,1.37728937728938,6,2.05263157894737,0.541808216543422,7.77636121093099,"{Ammunition}","{Candy}"
"{Antacid} => {Chips}",0.170212765957447,0.780487804878049,0.218085106382979,1.18332022029898,32,2.05263157894737,0.926182872693423,4.54909772477148,"{Antacid}","{Chips}"
"{Chips} => {Antacid}",0.170212765957447,0.258064516129032,0.659574468085106,1.18332022029898,32,2.05263157894737,0.926182872693423,4.54909772477148,"{Chips}","{Antacid}"
"{LightBulb} => {Bread}",0.0797872340425532,0.75,0.106382978723404,1.24778761061947,15,2.01707429626211,0.727570950979488,5.59201643656057,"{LightBulb}","{Bread}"
"{Bread} => {LightBulb}",0.0797872340425532,0.132743362831858,0.601063829787234,1.24778761061947,15,2.01707429626211,0.727570950979488,5.59201643656057,"{Bread}","{LightBulb}"
"{HamburgerBuns} => {Diapers}",0.313829787234043,0.670454545454545,0.468085106382979,1.15638031693078,59,2.01694915254237,1.11917116026918,3.63490771417212,"{HamburgerBuns}","{Diapers}"
"{Diapers} => {HamburgerBuns}",0.313829787234043,0.541284403669725,0.579787234042553,1.15638031693078,59,2.01694915254237,1.11917116026918,3.63490771417212,"{Diapers}","{HamburgerBuns}"
"{LightBulb} => {Soap}",0.0265957446808511,0.25,0.106382978723404,1.56666666666667,5,1.99683744465528,0.691783857355231,5.76388092607649,"{LightBulb}","{Soap}"
"{Soap} => {LightBulb}",0.0265957446808511,0.166666666666667,0.159574468085106,1.56666666666667,5,1.99683744465528,0.691783857355231,5.76388092607649,"{Soap}","{LightBulb}"
"{DogFood} => {Softdrink}",0.223404255319149,0.608695652173913,0.367021276595745,1.21739130434783,42,1.98701298701299,1.09035245212561,3.62104987507603,"{DogFood}","{Softdrink}"
"{Softdrink} => {DogFood}",0.223404255319149,0.446808510638298,0.5,1.21739130434783,42,1.98701298701299,1.09035245212561,3.62104987507603,"{Softdrink}","{DogFood}"
"{LaundryDetergent} => {DogFood}",0.122340425531915,0.48936170212766,0.25,1.33333333333333,23,1.96993636164143,1.0124222289815,3.83303443744123,"{LaundryDetergent}","{DogFood}"
"{DogFood} => {LaundryDetergent}",0.122340425531915,0.333333333333333,0.367021276595745,1.33333333333333,23,1.96993636164143,1.0124222289815,3.83303443744123,"{DogFood}","{LaundryDetergent}"
"{LaundryDetergent} => {HamburgerBuns}",0.148936170212766,0.595744680851064,0.25,1.27272727272727,28,1.9688493324857,1.01238203845021,3.82895739632388,"{LaundryDetergent}","{HamburgerBuns}"
"{HamburgerBuns} => {LaundryDetergent}",0.148936170212766,0.318181818181818,0.468085106382979,1.27272727272727,28,1.9688493324857,1.01238203845021,3.82895739632388,"{HamburgerBuns}","{LaundryDetergent}"
"{InkPen} => {Diapers}",0.0585106382978723,0.733333333333333,0.0797872340425532,1.26483180428135,11,1.95882684715172,0.632576650437543,6.06567222243874,"{InkPen}","{Diapers}"
"{Diapers} => {InkPen}",0.0585106382978723,0.100917431192661,0.579787234042553,1.26483180428135,11,1.95882684715172,0.632576650437543,6.06567222243874,"{Diapers}","{InkPen}"
"{Soap} => {Milk}",0.117021276595745,0.733333333333333,0.159574468085106,1.22005899705015,22,1.95274831243973,0.835094834703304,4.56621908467557,"{Soap}","{Milk}"
"{Milk} => {Soap}",0.117021276595745,0.194690265486726,0.601063829787234,1.22005899705015,22,1.95274831243973,0.835094834703304,4.56621908467557,"{Milk}","{Soap}"
"{Antacid} => {CatFood}",0.101063829787234,0.463414634146341,0.218085106382979,1.36128048780488,19,1.95238095238095,0.969776741643826,3.93058651495266,"{Antacid}","{CatFood}"
"{CatFood} => {Antacid}",0.101063829787234,0.296875,0.340425531914894,1.36128048780488,19,1.95238095238095,0.969776741643826,3.93058651495266,"{CatFood}","{Antacid}"
"{HamburgerBuns} => {Chips}",0.345744680851064,0.738636363636364,0.468085106382979,1.11986803519062,65,1.94403718934382,1.05015778890475,3.5987740447018,"{HamburgerBuns}","{Chips}"
"{Chips} => {HamburgerBuns}",0.345744680851064,0.524193548387097,0.659574468085106,1.11986803519062,65,1.94403718934382,1.05015778890475,3.5987740447018,"{Chips}","{HamburgerBuns}"
"{Softdrink} => {Bread}",0.340425531914894,0.680851063829787,0.5,1.13274336283186,64,1.94386487829111,1.07804916359816,3.50504484641682,"{Softdrink}","{Bread}"
"{Bread} => {Softdrink}",0.340425531914894,0.566371681415929,0.601063829787234,1.13274336283186,64,1.94386487829111,1.07804916359816,3.50504484641682,"{Bread}","{Softdrink}"
"{LightBulb} => {Softdrink}",0.0691489361702128,0.65,0.106382978723404,1.3,13,1.93251533742331,0.753218143424276,4.95821238771288,"{LightBulb}","{Softdrink}"
"{Softdrink} => {LightBulb}",0.0691489361702128,0.138297872340426,0.5,1.3,13,1.93251533742331,0.753218143424276,4.95821238771288,"{Softdrink}","{LightBulb}"
"{} => {Chips}",0.659574468085106,0.659574468085106,1,1,124,1.93023255813953,0.037862163398278,98.4042483074633,"{}","{Chips}"
"{LaundryDetergent} => {Chips}",0.191489361702128,0.765957446808511,0.25,1.16129032258065,36,1.91869319577499,0.911193834558057,4.0401761292632,"{LaundryDetergent}","{Chips}"
"{Chips} => {LaundryDetergent}",0.191489361702128,0.290322580645161,0.659574468085106,1.16129032258065,36,1.91869319577499,0.911193834558057,4.0401761292632,"{Chips}","{LaundryDetergent}"
"{Candy} => {Bread}",0.329787234042553,0.681318681318681,0.484042553191489,1.13352134591073,62,1.91295046898141,1.05969517531363,3.45323785747457,"{Candy}","{Bread}"
"{Bread} => {Candy}",0.329787234042553,0.548672566371681,0.601063829787234,1.13352134591073,62,1.91295046898141,1.05969517531363,3.45323785747457,"{Bread}","{Candy}"
"{BeefJerky} => {CatFood}",0.0531914893617021,0.476190476190476,0.111702127659574,1.39880952380952,10,1.9014758675708,0.775571545851364,4.6618658127603,"{BeefJerky}","{CatFood}"
"{CatFood} => {BeefJerky}",0.0531914893617021,0.15625,0.340425531914894,1.39880952380952,10,1.9014758675708,0.775571545851364,4.6618658127603,"{CatFood}","{BeefJerky}"
"{DogFood} => {Bread}",0.25531914893617,0.695652173913043,0.367021276595745,1.15736821854559,48,1.87697496893307,1.00758753951863,3.4965051629007,"{DogFood}","{Bread}"
"{Bread} => {DogFood}",0.25531914893617,0.424778761061947,0.601063829787234,1.15736821854559,48,1.87697496893307,1.00758753951863,3.4965051629007,"{Bread}","{DogFood}"
"{BeefJerky} => {Soap}",0.0265957446808511,0.238095238095238,0.111702127659574,1.49206349206349,5,1.86274509803922,0.649874696984224,5.33921279959198,"{BeefJerky}","{Soap}"
"{Soap} => {BeefJerky}",0.0265957446808511,0.166666666666667,0.159574468085106,1.49206349206349,5,1.86274509803922,0.649874696984224,5.33921279959198,"{Soap}","{BeefJerky}"
"{LaundryDetergent} => {Cookies}",0.180851063829787,0.723404255319149,0.25,1.17241379310345,34,1.84309764309764,0.904286587978141,3.75656231901805,"{LaundryDetergent}","{Cookies}"
"{Cookies} => {LaundryDetergent}",0.180851063829787,0.293103448275862,0.617021276595745,1.17241379310345,34,1.84309764309764,0.904286587978141,3.75656231901805,"{Cookies}","{LaundryDetergent}"
"{Diapers} => {Milk}",0.382978723404255,0.660550458715596,0.579787234042553,1.09896890476577,72,1.79357429718875,0.994507037656858,3.2346767169345,"{Diapers}","{Milk}"
"{Milk} => {Diapers}",0.382978723404255,0.63716814159292,0.601063829787234,1.09896890476577,72,1.79357429718875,0.994507037656858,3.2346767169345,"{Milk}","{Diapers}"
"{LightBulb} => {HamburgerBuns}",0.0638297872340425,0.6,0.106382978723404,1.28181818181818,12,1.77816224529027,0.706865510557822,4.47307291606372,"{LightBulb}","{HamburgerBuns}"
"{HamburgerBuns} => {LightBulb}",0.0638297872340425,0.136363636363636,0.468085106382979,1.28181818181818,12,1.77816224529027,0.706865510557822,4.47307291606372,"{HamburgerBuns}","{LightBulb}"
"{Antacid} => {Bread}",0.154255319148936,0.707317073170732,0.218085106382979,1.17677530757608,29,1.77349112426036,0.848513583126587,3.70680072821065,"{Antacid}","{Bread}"
"{Bread} => {Antacid}",0.154255319148936,0.256637168141593,0.601063829787234,1.17677530757608,29,1.77349112426036,0.848513583126587,3.70680072821065,"{Bread}","{Antacid}"
"{LaundryDetergent} => {Bread}",0.175531914893617,0.702127659574468,0.25,1.16814159292035,33,1.76504604840437,0.876632851836085,3.55381109259456,"{LaundryDetergent}","{Bread}"
"{Bread} => {LaundryDetergent}",0.175531914893617,0.292035398230089,0.601063829787234,1.16814159292035,33,1.76504604840437,0.876632851836085,3.55381109259456,"{Bread}","{LaundryDetergent}"
"{Softdrink} => {Chips}",0.361702127659574,0.723404255319149,0.5,1.09677419354839,68,1.76139589246953,0.959646941926053,3.23297595653422,"{Softdrink}","{Chips}"
"{Chips} => {Softdrink}",0.361702127659574,0.548387096774194,0.659574468085106,1.09677419354839,68,1.76139589246953,0.959646941926053,3.23297595653422,"{Chips}","{Softdrink}"
"{Softdrink} => {Diapers}",0.324468085106383,0.648936170212766,0.5,1.11926605504587,61,1.76011694106786,0.983326257027109,3.15054299027902,"{Softdrink}","{Diapers}"
"{Diapers} => {Softdrink}",0.324468085106383,0.559633027522936,0.579787234042553,1.11926605504587,61,1.76011694106786,0.983326257027109,3.15054299027902,"{Diapers}","{Softdrink}"
"{CatFood} => {Cookies}",0.23936170212766,0.703125,0.340425531914894,1.1395474137931,45,1.74592074592075,0.922518033415713,3.30425979831533,"{CatFood}","{Cookies}"
"{Cookies} => {CatFood}",0.23936170212766,0.387931034482759,0.617021276595745,1.1395474137931,45,1.74592074592075,0.922518033415713,3.30425979831533,"{Cookies}","{CatFood}"
